"#","Nomo","Snfg","Snfg Komponen","Posisi","Jenis Proses","Lanjutan","Datetime Write","Start","Due","Nama Fg","Process Status","Is Done","Koitem FG","No Batch","Actions"
"1161","MO-TC-IPPF03-BULK/I0038","TC-IPPF03-W/I0021","TC-IPPF03-W/I0021","PLANNER","(not set)","1","2023-07-13 12:52:00+07","2023-07-17","2023-07-25","Instaperfect Matte Fit Powder Foundation 32 True Beige 13 g","Next Process","Done","TC-IPPF03-W","(not set)",""
"1162","MO-TC-IPPF03-BULK/I0039","TC-IPPF03-W/I0022","TC-IPPF03-W/I0022","PLANNER","(not set)","1","2023-07-13 12:52:00+07","2023-07-18","2023-07-25","Instaperfect Matte Fit Powder Foundation 32 True Beige 13 g","Next Process","Done","TC-IPPF03-W","(not set)",""
"1163","MO-TC-IPPF03-BULK/I0040","TC-IPPF03-W/I0023","TC-IPPF03-W/I0023","PLANNER","(not set)","1","2023-07-13 12:52:00+07","2023-07-18","2023-07-25","Instaperfect Matte Fit Powder Foundation 32 True Beige 13 g","Next Process","Done","TC-IPPF03-W","(not set)",""
"1164","MO-TC-IPPF03-BULK/I0041","TC-IPPF03-W/I0024","TC-IPPF03-W/I0024","PLANNER","(not set)","1","2023-07-13 12:52:00+07","2023-07-20","2023-08-01","Instaperfect Matte Fit Powder Foundation 32 True Beige 13 g","Next Process","Done","TC-IPPF03-W","(not set)",""
"1165","MO-TC-IPPF03-BULK/I0042","TC-IPPF03-W/I0025","TC-IPPF03-W/I0025","PLANNER","(not set)","1","2023-07-13 12:52:00+07","2023-07-20","2023-08-01","Instaperfect Matte Fit Powder Foundation 32 True Beige 13 g","Next Process","Done","TC-IPPF03-W","(not set)",""
"1166","MO-TC-IPPF04-BULK/I0032","TC-IPPF04-W/I0017","TC-IPPF04-W/I0017","PLANNER","(not set)","1","2023-07-13 12:52:00+07","2023-07-18","2023-07-25","Instaperfect Matte Fit Powder Foundation 33 Warm Olive 13 g","Next Process","Done","TC-IPPF04-W","(not set)",""
"1167","MO-TC-IPPF04-BULK/I0033","TC-IPPF04-W/I0018","TC-IPPF04-W/I0018","PLANNER","(not set)","1","2023-07-13 12:52:00+07","2023-07-18","2023-07-25","Instaperfect Matte Fit Powder Foundation 33 Warm Olive 13 g","Next Process","Done","TC-IPPF04-W","(not set)",""
"1168","MO-TC-IPPF05-BULK/I0016","TC-IPPF05-W/I0006","TC-IPPF05-W/I0006","PLANNER","(not set)","1","2023-07-13 12:52:00+07","2023-07-17","2023-07-25","Instaperfect Matte Fit Powder Foundation 43 Creme Sand 13 g","Next Process","Done","TC-IPPF05-W","(not set)",""
"1169","MO-TC-IPPF05-BULK/I0017","TC-IPPF05-W/I0007","TC-IPPF05-W/I0007","PLANNER","(not set)","1","2023-07-13 12:52:00+07","2023-07-17","2023-07-25","Instaperfect Matte Fit Powder Foundation 43 Creme Sand 13 g","Next Process","Done","TC-IPPF05-W","(not set)",""
"1170","MO-B-HRFP-BULK/I0018","B-HRFP-MO/I0018","B-HRFP-MO/I0018","PLANNER","(not set)","1","2023-07-13 12:52:00+07","2023-07-17","2023-07-25","MAKE OVER Hydrastay Radiant Finishing Powder 8 gr","Next Process","Done","B-HRFP-MO","(not set)",""
"1171","MO-TC-IPPF05-BULK/I0018","TC-IPPF05-W/I0008","TC-IPPF05-W/I0008","PLANNER","(not set)","1","2023-07-13 12:52:00+07","2023-07-17","2023-07-25","Instaperfect Matte Fit Powder Foundation 43 Creme Sand 13 g","Next Process","Done","TC-IPPF05-W","(not set)",""
"1172","MO-TC-IPPF05-BULK/I0019","TC-IPPF05-W/I0009","TC-IPPF05-W/I0009","PLANNER","(not set)","1","2023-07-13 12:52:00+07","2023-07-18","2023-07-25","Instaperfect Matte Fit Powder Foundation 43 Creme Sand 13 g","Next Process","Done","TC-IPPF05-W","(not set)",""
"1173","MO-TC-IPPF05-BULK/I0020","TC-IPPF05-W/I0010","TC-IPPF05-W/I0010","PLANNER","(not set)","1","2023-07-13 12:52:00+07","2023-07-18","2023-07-25","Instaperfect Matte Fit Powder Foundation 43 Creme Sand 13 g","Next Process","Done","TC-IPPF05-W","(not set)",""
"1174","MO-TC-IPPF05-BULK/I0021","TC-IPPF05-W/I0011","TC-IPPF05-W/I0011","PLANNER","(not set)","1","2023-07-13 12:52:00+07","2023-07-18","2023-07-25","Instaperfect Matte Fit Powder Foundation 43 Creme Sand 13 g","Next Process","Done","TC-IPPF05-W","(not set)",""
"1175","MO-TC-IPPF05-BULK/I0022","TC-IPPF05-W/I0012","TC-IPPF05-W/I0012","PLANNER","(not set)","1","2023-07-13 12:52:00+07","2023-07-20","2023-08-01","Instaperfect Matte Fit Powder Foundation 43 Creme Sand 13 g","Next Process","Done","TC-IPPF05-W","(not set)",""
"1176","MO-TC-IPPF05-BULK/I0023","TC-IPPF05-W/I0013","TC-IPPF05-W/I0013","PLANNER","(not set)","1","2023-07-13 12:52:00+07","2023-07-20","2023-08-01","Instaperfect Matte Fit Powder Foundation 43 Creme Sand 13 g","Next Process","Done","TC-IPPF05-W","(not set)",""
"1177","MO-TC-IPPF05-BULK/I0024","TC-IPPF05-W/I0014","TC-IPPF05-W/I0014","PLANNER","(not set)","1","2023-07-13 12:52:00+07","2023-07-20","2023-08-01","Instaperfect Matte Fit Powder Foundation 43 Creme Sand 13 g","Next Process","Done","TC-IPPF05-W","(not set)",""
"1178","MO-TC-IPPF05-BULK/I0025","TC-IPPF05-W/I0015","TC-IPPF05-W/I0015","PLANNER","(not set)","1","2023-07-13 12:52:00+07","2023-07-21","2023-08-01","Instaperfect Matte Fit Powder Foundation 43 Creme Sand 13 g","Next Process","Done","TC-IPPF05-W","(not set)",""
"1179","MO-TC-IPPF05-BULK/I0026","TC-IPPF05-W/I0016","TC-IPPF05-W/I0016","PLANNER","(not set)","1","2023-07-13 12:52:00+07","2023-07-21","2023-08-01","Instaperfect Matte Fit Powder Foundation 43 Creme Sand 13 g","Next Process","Done","TC-IPPF05-W","(not set)",""
"1180","MO-TC-IPPF05-BULK/I0027","TC-IPPF05-W/I0017","TC-IPPF05-W/I0017","PLANNER","(not set)","1","2023-07-13 12:52:00+07","2023-07-21","2023-08-01","Instaperfect Matte Fit Powder Foundation 43 Creme Sand 13 g","Next Process","Done","TC-IPPF05-W","(not set)",""
"1181","MO-TC-PC06-BULK/I0009","TC-PC06-MO12G/I0009","TC-PC06-MO12G/I0009","PLANNER","(not set)","1","2023-07-13 12:52:00+07","2023-07-17","2023-07-25","MAKE OVER Perfect Cover TWC 06 Cappuccino 12 g (Pc(s))","Next Process","Done","TC-PC06-MO12G","(not set)",""
"1182","MO-TC-PMN30-BULK/I0037","TC-PMN30-MO12G/I0037","TC-PMN30-MO12G/I0037","PLANNER","(not set)","1","2023-07-13 12:52:00+07","2023-07-17","2023-07-25","MAKE OVER Powerstay Matte Powder Foundation N30 Natural Beige 12 g","Next Process","Done","TC-PMN30-MO12G","(not set)",""
"1183","MO-TC-PMN40-BULK/I0013","TC-PMN40-MO/I0013","TC-PMN40-MO/I0013","PLANNER","(not set)","1","2023-07-13 12:52:00+07","2023-07-17","2023-07-25","MAKE OVER Powerstay Matte Powder Foundation N40 Sand 12 g","Next Process","Done","TC-PMN40-MO","(not set)",""
"1184","MO-TC-PMW12-BULK/I0023","TC-PMW12-MO/I0023","TC-PMW12-MO/I0023","PLANNER","(not set)","1","2023-07-13 12:52:00+07","2023-07-17","2023-07-25","MAKE OVER Powerstay Matte Powder Foundation W12 Warm Marble 12 g","Next Process","Done","TC-PMW12-MO","(not set)",""
"1185","MO-TC-PMW22-BULK/I0046","TC-PMW22-MO12G/I0046","TC-PMW22-MO12G/I0046","PLANNER","(not set)","1","2023-07-13 12:52:00+07","2023-07-18","2023-07-25","MAKE OVER Powerstay Matte Powder Foundation W22 Warm Ivory 12 g","Next Process","Done","TC-PMW22-MO12G","(not set)",""
"1186","MO-B-DMCP04-BULK/I0027","B-DMCP04-EM/I0027","B-DMCP04-EM/I0027","PLANNER","(not set)","1","2023-07-13 12:52:00+07","2023-07-20","2023-08-01","Emina Daily Matte Compact Powder 04 Mocca 11 g","Next Process","Done","B-DMCP04-EM","(not set)",""
"1187","MO-TC-PMW22-BULK/I0047","TC-PMW22-MO12G/I0047","TC-PMW22-MO12G/I0047","PLANNER","(not set)","1","2023-07-13 12:52:00+07","2023-07-20","2023-08-01","MAKE OVER Powerstay Matte Powder Foundation W22 Warm Ivory 12 g","Next Process","Done","TC-PMW22-MO12G","(not set)",""
"1188","MO-TC-PMW32-BULK/I0023","TC-PMW32-MO/I0023","TC-PMW32-MO/I0023","PLANNER","(not set)","1","2023-07-13 12:52:00+07","2023-07-18","2023-07-25","MAKE OVER Powerstay Matte Powder Foundation W32 Warm Beige 12 g","Next Process","Done","TC-PMW32-MO","(not set)",""
"1189","MO-TC-PMW33-BULK/I0041","TC-PMW33-MO12G/I0041","TC-PMW33-MO12G/I0041","PLANNER","(not set)","1","2023-07-13 12:52:00+07","2023-07-17","2023-07-25","MAKE OVER Powerstay Matte Powder Foundation W33 Honey Beige 12 g","Next Process","Done","TC-PMW33-MO12G","(not set)",""
"1190","MO-TC-PMW41-BULK/I0025","TC-PMW41-MO12G/I0025","TC-PMW41-MO12G/I0025","PLANNER","(not set)","1","2023-07-13 12:52:00+07","2023-07-17","2023-07-25","MAKE OVER Powerstay Matte Powder Foundation W41 Coral Sand 12 g","Next Process","Done","TC-PMW41-MO12G","(not set)",""
"1191","MO-B-DMCP03-BULK/I0022","B-DMCP03-EM/I0022","B-DMCP03-EM/I0022","PLANNER","(not set)","1","2023-07-13 12:52:00+07","2023-07-17","2023-07-25","Emina Daily Matte Compact Powder 03 Caramel 11 g","Next Process","Done","B-DMCP03-EM","(not set)",""
"1192","MO-TC-PC02-BULK/I0095","TC-R2E01-W/I0018","TC-R2E01-W/I0018","PLANNER","(not set)","1","2023-07-13 12:52:00+07","2023-07-18","2023-07-25","Wardah Exclusive Two Way Cake 01 Sheer Pink 12 g","Next Process","Done","TC-R2E01-W","(not set)",""
"1193","MO-TC-PC08-BULK/I0150","TC-R2E02-W/I0036","TC-R2E02-W/I0036","PLANNER","(not set)","1","2023-07-13 12:52:00+07","2023-07-18","2023-07-25","Wardah Exclusive Two Way Cake 02 Light Beige 12 g","Next Process","Done","TC-R2E02-W","(not set)",""
"1194","MO-TC-PC03-BULK/I0111","TC-R2E03-W/I0023","TC-R2E03-W/I0023","PLANNER","(not set)","1","2023-07-13 12:52:00+07","2023-07-18","2023-07-25","Wardah Exclusive Two Way Cake 03 Sandy Beige 12 g","Next Process","Done","TC-R2E03-W","(not set)",""
"1195","MO-TC-PC04-BULK/I0115","TC-R2E04-W/I0023","TC-R2E04-W/I0023","PLANNER","(not set)","1","2023-07-13 12:52:00+07","2023-07-17","2023-07-25","Wardah Exclusive Two Way Cake 04 Natural 12 g","Next Process","Done","TC-R2E04-W","(not set)",""
"1196","MO-B-DMCP02-BULK/I0037","B-DMCP02-EM/I0035","B-DMCP02-EM/I0035","PLANNER","(not set)","1","2023-07-13 12:52:00+07","2023-07-18","2023-07-25","Emina Daily Matte Compact Powder 02 Natural 11 g","Next Process","Done","B-DMCP02-EM","(not set)",""
"1197","MO-B-DMCP02-BULK/I0036","B-DMCP02-EM/I0034","B-DMCP02-EM/I0034","PLANNER","(not set)","1","2023-07-13 12:52:00+07","2023-07-18","2023-07-25","Emina Daily Matte Compact Powder 02 Natural 11 g","Next Process","Done","B-DMCP02-EM","(not set)",""
"1198","MO-TC-PC05-BULK/I0108","TC-R2E05-W/I0024","TC-R2E05-W/I0024","PLANNER","(not set)","1","2023-07-13 12:52:00+07","2023-07-18","2023-07-25","Wardah Exclusive Two Way Cake 05 Coffee Beige 12 g","Next Process","Done","TC-R2E05-W","(not set)",""
"1199","MO-TC-PC02-BULK/I0096","TC-R2RE01-W/I0019","TC-R2RE01-W/I0019","PLANNER","(not set)","1","2023-07-13 12:52:00+07","2023-07-18","2023-07-25","Wardah Refill Exclusive Two Way Cake 01 Sheer Pink 12 g","Next Process","Done","TC-R2RE01-W","(not set)",""
"1200","MO-TC-PC08-BULK/I0148","TC-R2RE02-W/I0045","TC-R2RE02-W/I0045","PLANNER","(not set)","1","2023-07-13 12:52:00+07","2023-07-17","2023-07-25","Wardah Refill Exclusive Two Way Cake 02 Light Beige 12 g","Next Process","Done","TC-R2RE02-W","(not set)",""
"1201","MO-TC-PC03-BULK/I0112","TC-R2RE03-W/I0036","TC-R2RE03-W/I0036","PLANNER","(not set)","1","2023-07-13 12:52:00+07","2023-07-17","2023-07-25","Wardah Refill Exclusive Two Way Cake 03 Sandy Beige 12 g","Next Process","Done","TC-R2RE03-W","(not set)",""
"1202","MO-B-DMCP01-BULK/I0026","B-DMCP01-EM/I0026","B-DMCP01-EM/I0026","PLANNER","(not set)","1","2023-07-13 12:52:00+07","2023-07-18","2023-07-25","Emina Daily Matte Compact Powder 01 Light 11 g","Next Process","Done","B-DMCP01-EM","(not set)",""
"1203","MO-TC-PC04-BULK/I0114","TC-R2RE04-W/I0045","TC-R2RE04-W/I0045","PLANNER","(not set)","1","2023-07-13 12:52:00+07","2023-07-17","2023-07-25","Wardah Refill Exclusive Two Way Cake 04 Natural 12 g","Next Process","Done","TC-R2RE04-W","(not set)",""
"1204","MO-TC-PC05-BULK/I0109","TC-R2RE05-W/I0040","TC-R2RE05-W/I0040","PLANNER","(not set)","1","2023-07-13 12:52:00+07","2023-07-18","2023-07-25","Wardah Refill Exclusive Two Way Cake 05 Coffee Beige 12 g","Next Process","Done","TC-R2RE05-W","(not set)",""
"1205","MO-TC-R3LEC01-BULK/I0045","TC-R3LEC01-W/I0028","TC-R3LEC01-W/I0028","PLANNER","(not set)","1","2023-07-13 12:52:00+07","2023-07-18","2023-07-25","Wardah Lightening Powder Foundation Extra Cover 01 Light Beige 10 g","Next Process","Done","TC-R3LEC01-W","(not set)",""
"1206","MO-TC-R3LEC02-BULK/I0043","TC-R3LEC02-W/I0023","TC-R3LEC02-W/I0023","PLANNER","(not set)","1","2023-07-13 12:52:00+07","2023-07-18","2023-07-25","Wardah Lightening Powder Foundation Extra Cover 02 Golden Beige 10 g","Next Process","Done","TC-R3LEC02-W","(not set)",""
"1207","MO-TC-R3LEC04-BULK/I0037","TC-R3LEC04-W/I0019","TC-R3LEC04-W/I0019","PLANNER","(not set)","1","2023-07-13 12:52:00+07","2023-07-18","2023-07-25","Wardah Lightening Powder Foundation Extra Cover 04 Natural 10 g","Next Process","Done","TC-R3LEC04-W","(not set)",""
"1208","MO-TC-R3LLF01-BULK/I0061","TC-R3LLF01-W/I0032","TC-R3LLF01-W/I0032","PLANNER","(not set)","1","2023-07-13 12:52:00+07","2023-07-17","2023-07-25","Wardah Lightening Powder Foundation Light Feel 01 Light Beige 12 g","Next Process","Done","TC-R3LLF01-W","(not set)",""
"1209","MO-TC-R3LLF01-BULK/I0062","TC-R3LLF01-W/I0033","TC-R3LLF01-W/I0033","PLANNER","(not set)","1","2023-07-13 12:52:00+07","2023-07-18","2023-07-25","Wardah Lightening Powder Foundation Light Feel 01 Light Beige 12 g","Next Process","Done","TC-R3LLF01-W","(not set)",""
"1210","MO-B-CLCLPD-BULK/I0032","B-CLCLPD-W/I0032","B-CLCLPD-W/I0032","PLANNER","(not set)","1","2023-07-13 12:52:00+07","2023-07-18","2023-07-25","Wardah Colorfit Mattifying Powder 43W Golden Sand 15 g","Next Process","Done","B-CLCLPD-W","(not set)",""
"1211","MO-B-CLCLPD-BULK/I0031","B-CLCLPD-W/I0031","B-CLCLPD-W/I0031","PLANNER","(not set)","1","2023-07-13 12:52:00+07","2023-07-18","2023-07-25","Wardah Colorfit Mattifying Powder 43W Golden Sand 15 g","Next Process","Done","B-CLCLPD-W","(not set)",""
"1212","MO-B-CLCLPD-BULK/I0030","B-CLCLPD-W/I0030","B-CLCLPD-W/I0030","PLANNER","(not set)","1","2023-07-13 12:52:00+07","2023-07-17","2023-07-25","Wardah Colorfit Mattifying Powder 43W Golden Sand 15 g","Next Process","Done","B-CLCLPD-W","(not set)",""
"1213","MO-B-CLCLPD-BULK/I0029","B-CLCLPD-W/I0029","B-CLCLPD-W/I0029","PLANNER","(not set)","1","2023-07-13 12:52:00+07","2023-07-17","2023-07-25","Wardah Colorfit Mattifying Powder 43W Golden Sand 15 g","Next Process","Done","B-CLCLPD-W","(not set)",""
"1214","MO-TC-R3LLF02-BULK/I0129","TC-R3LLF02-W/I0064","TC-R3LLF02-W/I0064","PLANNER","(not set)","1","2023-07-13 12:52:00+07","2023-07-17","2023-07-25","Wardah Lightening Powder Foundation Light Feel 02 Golden Beige 12 g","Next Process","Done","TC-R3LLF02-W","(not set)",""
"1215","MO-TC-R3LLF02-BULK/I0130","TC-R3LLF02-W/I0065","TC-R3LLF02-W/I0065","PLANNER","(not set)","1","2023-07-13 12:52:00+07","2023-07-18","2023-07-25","Wardah Lightening Powder Foundation Light Feel 02 Golden Beige 12 g","Next Process","Done","TC-R3LLF02-W","(not set)",""
"1216","MO-TC-R3LLF02-BULK/I0131","TC-R3LLF02-W/I0066","TC-R3LLF02-W/I0066","PLANNER","(not set)","1","2023-07-13 12:52:00+07","2023-07-20","2023-08-01","Wardah Lightening Powder Foundation Light Feel 02 Golden Beige 12 g","Next Process","Done","TC-R3LLF02-W","(not set)",""
"1217","MO-TC-R3LLF03-BULK/I0082","TC-R3LLF03-W/I0031","TC-R3LLF03-W/I0031","PLANNER","(not set)","1","2023-07-13 12:52:00+07","2023-07-18","2023-07-25","Wardah Lightening Powder Foundation Light Feel 03 Sheer Pink 12 g","Next Process","Done","TC-R3LLF03-W","(not set)",""
"1218","MO-B-CLCLPC-BULK/I0060","B-CLCLPC-W/I0060","B-CLCLPC-W/I0060","PLANNER","(not set)","1","2023-07-13 12:52:00+07","2023-07-21","2023-08-01","Wardah Colorfit Mattifying Powder 32N Neutral Beige 15 g","Next Process","Done","B-CLCLPC-W","(not set)",""
"1219","MO-B-CLCLPC-BULK/I0059","B-CLCLPC-W/I0059","B-CLCLPC-W/I0059","PLANNER","(not set)","1","2023-07-13 12:52:00+07","2023-07-21","2023-08-01","Wardah Colorfit Mattifying Powder 32N Neutral Beige 15 g","Next Process","Done","B-CLCLPC-W","(not set)",""
"1220","MO-B-CLCLPC-BULK/I0058","B-CLCLPC-W/I0058","B-CLCLPC-W/I0058","PLANNER","(not set)","1","2023-07-13 12:52:00+07","2023-07-21","2023-08-01","Wardah Colorfit Mattifying Powder 32N Neutral Beige 15 g","Next Process","Done","B-CLCLPC-W","(not set)",""
"1221","MO-B-CLCLPC-BULK/I0057","B-CLCLPC-W/I0057","B-CLCLPC-W/I0057","PLANNER","(not set)","1","2023-07-13 12:52:00+07","2023-07-20","2023-08-01","Wardah Colorfit Mattifying Powder 32N Neutral Beige 15 g","Next Process","Done","B-CLCLPC-W","(not set)",""
"1222","MO-B-CLCLPC-BULK/I0056","B-CLCLPC-W/I0056","B-CLCLPC-W/I0056","PLANNER","(not set)","1","2023-07-13 12:52:00+07","2023-07-20","2023-08-01","Wardah Colorfit Mattifying Powder 32N Neutral Beige 15 g","Next Process","Done","B-CLCLPC-W","(not set)",""
"1223","MO-B-CLCLPC-BULK/I0055","B-CLCLPC-W/I0055","B-CLCLPC-W/I0055","PLANNER","(not set)","1","2023-07-13 12:52:00+07","2023-07-18","2023-07-25","Wardah Colorfit Mattifying Powder 32N Neutral Beige 15 g","Next Process","Done","B-CLCLPC-W","(not set)",""
"1224","MO-B-CLCLPC-BULK/I0054","B-CLCLPC-W/I0054","B-CLCLPC-W/I0054","PLANNER","(not set)","1","2023-07-13 12:52:00+07","2023-07-18","2023-07-25","Wardah Colorfit Mattifying Powder 32N Neutral Beige 15 g","Next Process","Done","B-CLCLPC-W","(not set)",""
"1225","MO-TC-R3LLF04-BULK/I0071","TC-R3LLF04-W/I0039","TC-R3LLF04-W/I0039","PLANNER","(not set)","1","2023-07-13 12:52:00+07","2023-07-17","2023-07-25","Wardah Lightening Powder Foundation Light Feel 04 Natural 12 g","Next Process","Done","TC-R3LLF04-W","(not set)",""
"1226","MO-TC-R3LLF04-BULK/I0072","TC-R3LLF04-W/I0040","TC-R3LLF04-W/I0040","PLANNER","(not set)","1","2023-07-13 12:52:00+07","2023-07-18","2023-07-25","Wardah Lightening Powder Foundation Light Feel 04 Natural 12 g","Next Process","Done","TC-R3LLF04-W","(not set)",""
"1227","MO-TC-R3LLF04-BULK/I0073","TC-R3LLF04-W/I0041","TC-R3LLF04-W/I0041","PLANNER","(not set)","1","2023-07-13 12:52:00+07","2023-07-20","2023-08-01","Wardah Lightening Powder Foundation Light Feel 04 Natural 12 g","Next Process","Done","TC-R3LLF04-W","(not set)",""
"1228","MO-TC-R3LLF05-BULK/I0052","TC-R3LLF05-W/I0023","TC-R3LLF05-W/I0023","PLANNER","(not set)","1","2023-07-13 12:52:00+07","2023-07-18","2023-07-25","Wardah Lightening Powder Foundation Light Feel 05 Beige 12 g","Next Process","Done","TC-R3LLF05-W","(not set)",""
"1229","MO-B-CLCLPB-BULK/I0070","B-CLCLPB-W/I0070","B-CLCLPB-W/I0070","PLANNER","(not set)","1","2023-07-13 12:52:00+07","2023-07-21","2023-08-01","Wardah Colorfit Mattifying Powder 23W Warm Ivory 15 g","Next Process","Done","B-CLCLPB-W","(not set)",""
"1230","MO-B-CLCLPB-BULK/I0069","B-CLCLPB-W/I0069","B-CLCLPB-W/I0069","PLANNER","(not set)","1","2023-07-13 12:52:00+07","2023-07-21","2023-08-01","Wardah Colorfit Mattifying Powder 23W Warm Ivory 15 g","Next Process","Done","B-CLCLPB-W","(not set)",""
"1231","MO-B-CLCLPB-BULK/I0068","B-CLCLPB-W/I0068","B-CLCLPB-W/I0068","PLANNER","(not set)","1","2023-07-13 12:52:00+07","2023-07-21","2023-08-01","Wardah Colorfit Mattifying Powder 23W Warm Ivory 15 g","Next Process","Done","B-CLCLPB-W","(not set)",""
"1232","MO-B-CLCLPB-BULK/I0067","B-CLCLPB-W/I0067","B-CLCLPB-W/I0067","PLANNER","(not set)","1","2023-07-13 12:52:00+07","2023-07-20","2023-08-01","Wardah Colorfit Mattifying Powder 23W Warm Ivory 15 g","Next Process","Done","B-CLCLPB-W","(not set)",""
"1233","MO-B-CLCLPB-BULK/I0066","B-CLCLPB-W/I0066","B-CLCLPB-W/I0066","PLANNER","(not set)","1","2023-07-13 12:52:00+07","2023-07-20","2023-08-01","Wardah Colorfit Mattifying Powder 23W Warm Ivory 15 g","Next Process","Done","B-CLCLPB-W","(not set)",""
"1234","MO-B-CLCLPB-BULK/I0065","B-CLCLPB-W/I0065","B-CLCLPB-W/I0065","PLANNER","(not set)","1","2023-07-13 12:52:00+07","2023-07-20","2023-08-01","Wardah Colorfit Mattifying Powder 23W Warm Ivory 15 g","Next Process","Done","B-CLCLPB-W","(not set)",""
"1235","MO-B-CLCLPB-BULK/I0064","B-CLCLPB-W/I0064","B-CLCLPB-W/I0064","PLANNER","(not set)","1","2023-07-13 12:52:00+07","2023-07-18","2023-07-25","Wardah Colorfit Mattifying Powder 23W Warm Ivory 15 g","Next Process","Done","B-CLCLPB-W","(not set)",""
"1236","MO-B-CLCLPB-BULK/I0063","B-CLCLPB-W/I0063","B-CLCLPB-W/I0063","PLANNER","(not set)","1","2023-07-13 12:52:00+07","2023-07-18","2023-07-25","Wardah Colorfit Mattifying Powder 23W Warm Ivory 15 g","Next Process","Done","B-CLCLPB-W","(not set)",""
"1237","MO-B-CLCLPB-BULK/I0062","B-CLCLPB-W/I0062","B-CLCLPB-W/I0062","PLANNER","(not set)","1","2023-07-13 12:52:00+07","2023-07-18","2023-07-25","Wardah Colorfit Mattifying Powder 23W Warm Ivory 15 g","Next Process","Done","B-CLCLPB-W","(not set)",""
"1238","MO-TC-IPPF05-BULK/I0028","TC-RIPPF05-W/I0007","TC-RIPPF05-W/I0007","PLANNER","(not set)","1","2023-07-13 12:52:00+07","2023-07-17","2023-07-25","Instaperfect Refill Matte Fit Powder Foundation 43 Creme Sand 13 g","Next Process","Done","TC-RIPPF05-W","(not set)",""
"1239","MO-TC-PC08-BULK/I0149","TC-RPC08-MO12G/I0024","TC-RPC08-MO12G/I0024","PLANNER","(not set)","1","2023-07-13 12:52:00+07","2023-07-17","2023-07-25","MAKE OVER Perfect Cover Refill TWC 08 Honey 12 g (Pc(s))","Next Process","Done","TC-RPC08-MO12G","(not set)",""
"1240","MO-TC-R3LLF02-BULK/I0132","TC-RR3LLF02-W/I0056","TC-RR3LLF02-W/I0056","PLANNER","(not set)","1","2023-07-13 12:52:00+07","2023-07-20","2023-08-01","Wardah Refill Lightening Powder Foundation Light Feel 02 Golden Beige 12 g","Next Process","Done","TC-RR3LLF02-W","(not set)",""
"1241","MO-TC-R3LLF02-BULK/I0133","TC-RR3LLF02-W/I0057","TC-RR3LLF02-W/I0057","PLANNER","(not set)","1","2023-07-13 12:52:00+07","2023-07-20","2023-08-01","Wardah Refill Lightening Powder Foundation Light Feel 02 Golden Beige 12 g","Next Process","Done","TC-RR3LLF02-W","(not set)",""
"1242","MO-TC-R3LLF02-BULK/I0134","TC-RR3LLF02-W/I0058","TC-RR3LLF02-W/I0058","PLANNER","(not set)","1","2023-07-13 12:52:00+07","2023-07-20","2023-08-01","Wardah Refill Lightening Powder Foundation Light Feel 02 Golden Beige 12 g","Next Process","Done","TC-RR3LLF02-W","(not set)",""
"1243","MO-TC-R3LLF04-BULK/I0074","TC-RR3LLF04-W/I0033","TC-RR3LLF04-W/I0033","PLANNER","(not set)","1","2023-07-13 12:52:00+07","2023-07-20","2023-08-01","Wardah Refill Lightening Powder Foundation Light Feel 04 Natural 12 g","Next Process","Done","TC-RR3LLF04-W","(not set)",""
"1244","MO-B-BSLP-BULK/I0202","B-BSLP-EM/I0191","B-BSLP-EM/I0191","PLANNER","(not set)","1","2023-07-13 12:52:00+07","2023-07-21","2023-08-01","Emina Bright Stuff Loose Powder 55 g","Next Process","Done","B-BSLP-EM","(not set)",""
"1245","MO-B-BSLP-BULK/I0201","B-BSLP-EM/I0190","B-BSLP-EM/I0190","PLANNER","(not set)","1","2023-07-13 12:52:00+07","2023-07-21","2023-08-01","Emina Bright Stuff Loose Powder 55 g","Next Process","Done","B-BSLP-EM","(not set)",""
"1246","MO-B-BSLP-BULK/I0200","B-BSLP-EM/I0189","B-BSLP-EM/I0189","PLANNER","(not set)","1","2023-07-13 12:52:00+07","2023-07-21","2023-08-01","Emina Bright Stuff Loose Powder 55 g","Next Process","Done","B-BSLP-EM","(not set)",""
"1247","MO-B-BSLP-BULK/I0199","B-BSLP-EM/I0188","B-BSLP-EM/I0188","PLANNER","(not set)","1","2023-07-13 12:52:00+07","2023-07-21","2023-08-01","Emina Bright Stuff Loose Powder 55 g","Next Process","Done","B-BSLP-EM","(not set)",""
"1248","MO-B-BSLP-BULK/I0198","B-BSLP-EM/I0187","B-BSLP-EM/I0187","PLANNER","(not set)","1","2023-07-13 12:52:00+07","2023-07-21","2023-08-01","Emina Bright Stuff Loose Powder 55 g","Next Process","Done","B-BSLP-EM","(not set)",""
"1249","MO-B-BSLP-BULK/I0197","B-BSLP-EM/I0186","B-BSLP-EM/I0186","PLANNER","(not set)","1","2023-07-13 12:52:00+07","2023-07-20","2023-08-01","Emina Bright Stuff Loose Powder 55 g","Next Process","Done","B-BSLP-EM","(not set)",""
"1250","MO-B-BSLP-BULK/I0196","B-BSLP-EM/I0185","B-BSLP-EM/I0185","PLANNER","(not set)","1","2023-07-13 12:52:00+07","2023-07-20","2023-08-01","Emina Bright Stuff Loose Powder 55 g","Next Process","Done","B-BSLP-EM","(not set)",""
