"Korporat Code","Factory","Lifecycle"
"F-L01VC-OMG","JTK02","initial"
"F-L02-OMG","JTK02","new product"
"F-L02-BULK","JTK02","initial"
"F-L02VC-OMG","JTK02","initial"
"F-L03-OMG","JTK02","new product"
"F-L03-BULK","JTK02","initial"
"F-L03VC-OMG","JTK02","initial"
"F-L04-BULK","JTK02","initial"
"F-L04VC-OMG","JTK02","initial"
"F-L04-OMG","JTK02","new product"
"F-L05-BULK","JTK02","initial"
"F-L05-OMG","JTK02","new product"
"F-L05VC-OMG","JTK02","initial"
"F-L06-BULK","JTK02","initial"
"F-L06-OMG","JTK02","new product"
"F-L06VC-OMG","JTK02","initial"
"TWC-OMGL-BULK","JTK01","initial"
"TWC-OMGL-OMG","JTK01","new product"
"TWC-OMGM-BULK","JTK01","initial"
"TWC-OMGM-OMG","JTK01","new product"
"TWC-OMGD-BULK","JTK01","initial"
"TWC-OMGD-OMG","JTK01","new product"
"L-TLTE-OMG","JTK04","initial"
"L-TLT-OMG","JTK04","initial"
"L-LTA-OMG","JTK02","new product"
"L-LTA-BULK","JTK02",""
"L-TLTA-OMG","JTK06","initial"
"L-LTB-BULK","JTK02","initial"
"L-LTB-OMG","JTK02","new product"
"L-TLTB-OMG","JTK06","initial"
"L-LTC-OMG","JTK02","new product"
"L-LTC-BULK","JTK02",""
"L-TLTC-OMG","JTK06","initial"
"L-LTD-OMG","JTK02","new product"
"L-LTD-BULK","JTK02","initial"
"L-TLTD-OMG","JTK06","initial"
"L-LTE-BULK","JTK04","initial"
"MASK-OMG-OMG","JTK02","new product"
"MASK-OMG-BULK","JTK02","initial"
"L-MLCM-BULK","JTK04","initial"
"L-MLCM-OMG","JTK04","new product"
"L-MLCN-BULK","JTK04","initial"
"L-MLCN-OMG","JTK04","new product"
"L-MLCO-BULK","JTK04","initial"
"L-MLCO-OMG","JTK04","new product"
"L-MLCP-BULK","JTK04","initial"
"L-MLCP-OMG","JTK04","initial"
"L-MLCQ-BULK","JTK04","initial"
"L-MLCQ-OMG","JTK04","initial"
"L-MLCR-BULK","JTK04","initial"
"L-MLCR-OMG","JTK04","initial"
"L-TMLCP-OMG","JTK04","initial"
"L-TMLCQ-OMG","JTK04","initial"
"L-TMLCR-OMG","JTK04","initial"
"SRM-AN-BULK","JTK02","initial"
"SRM-AN1-OMG","JTK02","new product"
"M-M-BULK","JTK02",""
"M-MN2VC-OMG","JTK02","initial"
"M-MN2-OMG","JTK02","new product"
"M-MN1-OMG","JTK02","new product"
"FW-FW-BULK","JTK02",""
"FW-FWN2VC-OMG","JTK02","initial"
"SRM-PG-BULK","JTK02","initial"
"SRM-PGN1-OMG","JTK02","new product"
"SRM-PGN2-OMG","JTK02","new product"
"FT-FT-BULK","JTK02",""
"FT-FTVC-OMG","JTK02","initial"
"P-RDA-OMG","JTK06","new product"
"P-RDB-OMG","JTK06","new product"
"P-RPSC-OMG","JTK06","initial"
"SS-UVFM-BULK","JTK02","initial"
"SS-UVFM1VC-OMG","JTK02","initial"
"SS-UVFM1-OMG","","initial"
"SS-UVFM-OMG","JTK02","initial"
"F-OMGD-BULK","JTK02","initial"
"OROS-850004-X","","initial"
"POWD-OMSS-X","",""
"SERI-OT2SFSE-","",""
"TITA-OTS2CR50-","",""
"WARN-OTS2Y-X","",""
"SAMP-OTS2MSYS7-X","",""
"SAMP-OATEC-X","",""
"SCRU-OATP1-X","",""
"L-MLCJ-BULK","JTK04",""
"L-MLCK-BULK","JTK04",""
"PARF-OMGRP-X","","initial"
"SAMP-OLKM5SPLYM-X","",""
"THIC-OLKS-X","",""
"PARF-OLVALF2-X","","initial"
"PARF-ODM3-X","",""
"MZ-W1M2-BULK","JTK02",""
"LW-W1O-BULK","JTK02",""
"OIL-OLV300-X","",""
"OLIV-1000BT-X","",""
"OLIV-900BT-X","",""
"OPT-ASH--X","",""
"EXTR-ORGE-X","","initial"
"WARN-O025-X","",""
"CLR-ORYLW-X","",""
"ORGA-EXD-ARK","",""
"SURF-OLEOD-X","",""
"OIL-ORJVA-X","",""
"TALC-OSBRTPD-X","",""
"SAMP-O229PF-X","",""
"PARF-AMGRZ-X","","initial"
"PARF-C072-GIV","",""
"PARF-CSMI-AM","",""
"PARF-DTV1015--K","",""
"PARF-FUN819-X","",""
"PARF-FW501-X","",""
"PARF-GRVYGA-X","","initial"
"PARF-HGTEA-X","",""
"PARF-HRVY-X","",""
"PARF-JRS-X","",""
"PARF-LDGRGA-X","","initial"
"PARF-MNRWVSA-X","",""
"PARF-MOANGL-X","","initial"
"PARF-MWLVP-X","","initial"
"PARF-MZHM90-X","",""
"PARF-O010-","",""
"PARF-OLVA-X","",""
"PARF-PCNDLF-X","","initial"
"PARF-PSIX513-X","",""
"PARF-PSV816--K","",""
"PARF-PSVLF-X","",""
"PARF-SFFC2-X","",""
"PARF-SGM62-X","",""
"PARF-SILK-","",""
"PARF-SJM-X","",""
"PARF-SPRFLR-X","","initial"
"PARF-TF394-X","",""
"PARF-TWFLLF-X","",""
"PARF-WGTIMP-X","",""
"PARF-WT155-","",""
"WARN-S12YL-BULK","JTK02",""
"EMU-PCLL-X","",""
"SAMP-PCL100-X","",""
"TC-PC01-BULK","JTK01",""
"TC-PC02-BULK","JTK01",""
"TC-PC03-BULK","JTK01",""
"TC-PC04-BULK","JTK01",""
"TC-PC05-BULK","JTK01",""
"TC-PC08-BULK","JTK01",""
"MICA-PF-5-X","",""
"SERI-PF-5FSE-X","",""
"ES-PRPPH02-BULK","JTK01",""
"ES-PRPPH03-BULK","JTK01",""
"PWP-BCR-EM","","initial"
"SAMP-PCFL-X","",""
"ACTI-PCFL-X","",""
"PH-HU-W","JTK04","existing"
"RHM-PLMCMA-X","",""
"STEA-P9218-X","",""
"LAUR-A9912-X","",""
"EMU-PS-","",""
"THIC-PAL-","",""
"EXTR-G-MM","",""
"WAX-P-FR6062-K","",""
"HS-PCSRN3-P","JTK02","initial"
"HS-PCSRN2-P","JTK02","initial"
"HS-PCSRN5-P","JTK02","initial"
"HS-PCSRN4-P","JTK02","initial"
"HS-PCSRN1-P","JTK02","initial"
"HS-PCSR-BULK","JTK02",""
"PARF-GLIP-R 0714767","",""
"PARF-OL-R 0714768","",""
"PARF-SSL-R0701530","",""
"PARF-VL-R0701531","",""
"SAMP-ALCMOD-X","",""
"SAMP-BSGMLN-X","",""
"SAMP-BRCE-X","",""
"SAMP-CRMOD-X","",""
"SAMP-CFT2583-X","",""
"SAMP-DPST-X","",""
"SAMP-DLPZL-X","",""
"SAMP-ETSCHAF-X","",""
"SAMP-ITPLE-X","",""
"SAMP-POLE20-X","",""
"SAMP-LCRDPRS-X","",""
"PARF-VMR-X","",""
"SAMP-LEPE-X","",""
"SAMP-NW377D-X","",""
"SAMP-NGWR-X","",""
"SAMP-ORSYLH-X","",""
"PARF-PSMR150-X","",""
"SAMP-PIAFE-X","",""
"SAMP-RCRFLE-X","",""
"SAMP-RLXTSG-X","",""
"SAMP-RSCFE-X","",""
"SAMP-RSLVL-X","",""
"SAMP-PCGD2SG-X","",""
"SAMP-FRMCM-X","",""
"SAMP-SRNTEA-X","",""
"SAMP-STFP-X","",""
"SAMP-VDV208E-X","",""
"SAMP-WTFBE-X","",""
"PARS-1789-","",""
"SUNS-PR340-X","",""
"PARS-5000-DSM","",""
"SUNS-PEHS-X","",""
"SAMP-PRSLEHS-X","",""
"SAMP-PRSLHMS-X","",""
"SUNS-PRSHMS-X","",""
"PARS--RUVBF-K","",""
"SAMP-PRSLSHLD-X","",""
"SUNS-PRSHD-X","",""
"SUNS-PTX-X","",""
"BUT-W0P-BULK","JTK02",""
"LW-W0P-BULK","JTK02",""
"WARN-PFCTE-BULK","JTK04",""
"WARN-C19011-01BULK","JTK04",""
"WARN-C19012-01BULK","JTK04",""
"WARN-C33-5138-PST","JTK04",""
"WARN-C338-02BULK","JTK04",""
"WARN-COGO-01BULK","JTK04",""
"WARN-PFCSR-BULK","JTK04",""
"WARN-PFCS-BULK","JTK04",""
"WARN-PFCSY-BULK","JTK04",""
"WARN-M3AS-BULK","JTK02",""
"WARN-RED6LM4-BULK","JTK04",""
"WARN-TOA403-01BULK","JTK04",""
"WARN-TOA506-01-BULK","JTK04",""
"WARN-TPA502-01-BULK","JTK04",""
"WARN-K3AS-BULK","JTK02",""
"WARN-S12RN217-BULK","JTK02",""
"WARN-TI-MKR","JTK04",""
"WARN-TOTSB-BULK","JTK02",""
"EXTR-PCGD2SG-X","",""
"SAMP-PCHPS-X","",""
"EXTR-PEAR-MM","",""
"MOIS-PRLMNL-X","",""
"ABS-PLNBL-X","","initial"
"PBS---K","",""
"EMUL-PMLEZU-X","",""
"SAMP-PTVT171-X","",""
"MOIS-PTVT-X","",""
"SAMP-PPMTGC-X","",""
"EXTR-PEPGLYE-X","",""
"PEPE-850021-X","","initial"
"FW-PBCFLO-BULK","JTK02",""
"M-RPBS25-BULK","JTK02",""
"FM-PBPO-BULK","JTK02",""
"M-PBTUC-BULK","JTK02",""
"F-CPC07-BULK","JTK04",""
"TC-PC01-MO14G","JTK01","inactive"
"TC-PC02-MO14G","JTK01","inactive"
"TC-PC03-MO14G","JTK01","inactive"
"TC-PC04-MO14G","JTK01","inactive"
"TC-PC05-MO14G","JTK01","inactive"
"TC-PC06-MO14G","JTK01","inactive"
"TC-PC06-BULK","JTK01",""
"TC-PC07-MO-BULK","JTK01",""
"TC-PC07-BULK","JTK01",""
"TC-PC07-MO14G","JTK01","inactive"
"TC-PC08-MO14G","JTK01","inactive"
"TC-PPC-MO3X14G","JTK01","inactive"
"ES-PMB-BULK","JTK01",""
"ES-C-BULK","JTK01",""
"ES-E-BULK","JTK01",""
"ES-PMEO-BULK","JTK01",""
"ES-H-X","JTK01",""
"ES-SD-BULK","JTK01",""
"ES-SH-BULK","JTK01",""
"ES-SN-BULK","JTK01",""
"ES-SP-BULK","JTK01",""
"P-PCAD-MO","","initial"
"WAX-PFRMSW-X","","initial"
"PERF-PF40-X","",""
"PERF-PL-","",""
"EKS-AVOLE-X","",""
"PENG-PNX-X","",""
"EKS-PPEC-X","",""
"SAMP-PTXCCLDL-X","",""
"EXTR-PTHXCLND-X","",""
"SAMP-PXSG-X","",""
"EXTR-PHTSGE-X","",""
"SAMP-PTCTGJ-X","",""
"EXTR-PCTMD-X","",""
"EXTR-PCTGJ-X","",""
"OIL-PAAP-X","",""
"SAMP-PLCH-X","",""
"SAMP-PTLQPGA-X","",""
"EXTR-PHTGRPF-X","",""
"EMUL-PCCRMR-X","","initial"
"EXTR-PAGLYEX-X","",""
"EMU-PH-X","",""
"EMUL-PLUP-X","",""
"SURF-PTPSFN-X","","initial"
"OIL-PAO-X","",""
"EMO-PLTRSB-X","","initial"
"EMUL-PL64-X","",""
"SAMP-PL64-X","",""
"EMU-PLHV-X","",""
"HUM-P3350P-X","",""
"HUM-PG400C-X","",""
"HUM-PG400-X","",""
"LICO-D-EXTPT40-G","",""
"EXTR-PONG-X","","initial"
"SUNS-PNGEX-X","",""
"OIL-OJJBIII-X","",""
"SQUA-PRT-X","",""
"KOH--PH-K","",""
"ZINC-POWBM-X","","initial"
"ES-PBF-BULK","JTK01",""
"ES-PPB-BULK","JTK01",""
"ES-PSB-BULK","JTK01",""
"ES-PFP-BULK","JTK01",""
"ES-PGK-MO-BULK","JTK01",""
"ES-PGA-BULK","JTK01",""
"ES-PHI-BULK","JTK01",""
"ES-PGL-BULK","JTK01",""
"ES-PSD-MO-BULK","JTK01",""
"EB-DMCC-BULK","JTK02",""
"EB-DMCL-BULK","JTK02",""
"EB-DMLB-BULK","JTK02",""
"PRM-PCCGR-BULK","JTK02",""
"PRM-PCCLC-BULK","JTK02",""
"PRM-PCCPC-BULK","JTK02",""
"PRM-PCCYW-BULK","JTK02",""
"FA-PFMS-BULK","JTK02",""
"TC-PMN20-BULK","JTK01",""
"TC-PMN40-BULK","JTK01",""
"TC-PMN50-BULK","JTK01",""
"TC-PMW30-BULK","JTK01",""
"B-PMTP-BULK","JTK01",""
"EL-PPLCB-BULK","JTK02",""
"EL-PPLJB-BULK","JTK02",""
"CON-PTCL01-BULK","JTK02",""
"CON-PTCL02-BULK","JTK02",""
"CON-PTCL03-BULK","JTK02",""
"F-PTCMCC62-BULK","JTK04",""
"F-PTCMCN10-BULK","JTK04",""
"F-PTCMCN30-BULK","JTK04",""
"F-PTCMCN50-BULK","JTK04",""
"F-PTCMCW22-BULK","JTK04",""
"F-PTCMCW33-BULK","JTK04",""
"F-PTCMCW42-BULK","JTK04",""
"F-PTCMCW52-BULK","JTK04",""
"FA-UGHP-W-BULK","JTK01",""
"FA-UGHP-P-BULK","JTK01",""
"FA-UGHP-G-BULK","JTK01",""
"F-LPWC21-BULK","JTK02",""
"F-LPWN10-BULK","JTK02",""
"F-LPWN30-BULK","JTK02",""
"F-LPWW22-BULK","JTK02",""
"F-LPWW33-BULK","JTK02",""
"F-LPWC62-BULK","JTK02",""
"F-LPWW41-BULK","JTK02",""
"F-LPWW42-BULK","JTK02",""
"ACTI-PHA1-X","",""
"ACTI-PHA3-X","",""
"PARF-PRVIAE-X","",""
"SAMP-PRDW600-X","",""
"MOIS-PRDSX-X","",""
"BRUS-M0545-MO","JTK06","inactive"
"PROP-PPGULD-X","",""
"PROP-PGESK-X","",""
"HUM-PGUEP-X","","initial"
"SAMP-PTLS8951-X","",""
"ACTI-PTLS8951-X","",""
"WARN-C43001-01BULK","JTK04",""
"WARN-TE-0BULK","JTK02",""
"PURA--PH90-K","",""
"MZ-M1W1-BULK","JTK02",""
"PARF-PS004-","",""
"PURO-IDD-X","",""
"MOIS-PGPD-X","",""
"C-P1-P140","","inactive"
"C-P1-P2","JTK02","existing"
"C-P1-P450","JTK02","existing"
"C-P1-P5","JTK02","to be discontinued"
"HSP-P1N1B3N-P200","JTK02","existing"
"HSP-P1N1B3N-P450","JTK02","existing"
"HSP-P1N1B3N-PR200","JTK02","inactive"
"HSP-P1N1G1S-P2","JTK02","initial"
"HSP-P1N1G1S-P200","JTK02","existing"
"HSP-P1N1G1S-P450","JTK02","existing"
"HSP-P1N1G1S-PR200","JTK02","inactive"
"LW-P1NP-P5","JTK02","inactive"
"MSS-P1C-P1","JTK02","existing"
"MK-P1-P100","JTK02","existing"
"CB-P1L1-P2","","inactive"
"CB-P1L1-P240","JTK02","existing"
"CB-P1L1-P720","JTK02","existing"
"CB-P1L1-PR1","JTK02","to be discontinued"
"CB-P1A-P2","JTK02","inactive"
"CB-P1A-P240","JTK02","existing"
"CB-P1A-P720","JTK02","existing"
"CB-P1A-PR1","JTK02","to be discontinued"
"CB-P1K-P240","JTK02","existing"
"CB-P1K-P4","","inactive"
"CB-P1K-P720","JTK02","existing"
"CB-P1K-PR1","JTK02","to be discontinued"
"CB-P1C-P2","","inactive"
"CB-P1G-P2","JTK02","inactive"
"CB-P1G-P240","JTK02","existing"
"CB-P1G-P720","JTK02","existing"
"CB-P1G-PR1","JTK02","to be discontinued"
"CB-K-P4","","inactive"
"CB-L1-P250","","inactive"
"CB-A-P250","","inactive"
"CB-K-P2","","inactive"
"CB-K-P250","","inactive"
"CB-G-P250","","inactive"
"N-L-P140","","inactive"
"N-P1L-P140","","inactive"
"N-P1L-P2","JTK02","existing"
"N-P1L-P450","JTK02","existing"
"N-P1L-P5","JTK02","to be discontinued"
"LW-P1-P150","JTK02","existing"
"LW-P1-P240","JTK02","to be discontinued"
"LW-P1-P720","JTK02","existing"
"M-P1PD-P200","JTK02","existing"
"HM-P1P-P240","JTK02","to be discontinued"
"HM-P1P-P720","JTK02","existing"
"N-P1P3P-P240","JTK02","existing"
"N-P1P3P-P720","JTK02","existing"
"LU-P1P3P-P240","JTK02","inactive"
"LU-P1P3P-P720","JTK02","existing"
"S-P1PIT-P200","JTK02","inactive"
"HC-P1A2-P2","JTK02","existing"
"HC-P1A2-P20","JTK02","inactive"
"HC-P1A2-P200","JTK02","existing"
"HC-P1A2-P450","JTK02","existing"
"HC-P1A2-P5","JTK02","to be discontinued"
"HC-P1F-P2","JTK02","existing"
"HC-P1F-P20","JTK02","to be discontinued"
"HC-P1F-P200","JTK02","existing"
"HC-P1F-P450","JTK02","existing"
"HC-P1F-P5","JTK02","to be discontinued"
"S-P1A2-P2","JTK02","existing"
"S-P1A2-P20","JTK02","existing"
"S-P1A2-P200","JTK02","existing"
"S-P1A2-P450","JTK02","existing"
"S-P1A2-P5","JTK02","existing"
"S-P1L-P2","JTK02","existing"
"S-P1L-P20","JTK02","existing"
"S-P1L-P200","JTK02","existing"
"S-P1L-P450","JTK02","existing"
"S-P1L-P5","JTK02","existing"
"LU-P1-P240","JTK02","to be discontinued"
"LU-P1-P720","JTK02","existing"
"FL-P1-P240","JTK02","to be discontinued"
"FL-P1-P720","JTK02","existing"
"S-P1SEL2-P200","JTK02","inactive"
"S-P1SEL2-P450","JTK02","existing"
"S-P1SRL-P200","JTK02","inactive"
"S-P1SRL-P450","JTK02","existing"
"HM-P1SPA-P240","JTK02","inactive"
"HM-P1SPA-P720","JTK02","existing"
"CB-P1SPAL-P240","JTK02","inactive"
"CB-P1SPAL-P720","JTK02","inactive"
"CB-P1RS-P240","JTK02","inactive"
"CB-P1RS-P720","JTK02","inactive"
"CB-RSH-P240ML","","inactive"
"CB-RSH-P720ML","","inactive"
"CB-P1BG-P240","JTK02","to be discontinued"
"CB-P1BG-P720","JTK02","to be discontinued"
"SL-P1-P200","JTK02","existing"
"SL-C2-P450","","inactive"
"S-E-P450","","inactive"
"S-P1G-P200","JTK02","existing"
"S-H-P200","","inactive"
"SGL-P1-P200","JTK02","existing"
"TES-HTG100-P","JTK06","initial"
"TES-SL100-P","JTK06","initial"
"TES-SSPALAV50-P","JTK06","initial"
"TES-SSPAL50-P","JTK06","initial"
"WJ-P1WS-P100","JTK02","existing"
"WL-P1-P100","JTK02","existing"
"EO-SOB-BULK","JTK02","initial"
"PARF-QUOSMR16-X","",""
"WARN-RK416-X","",""
"MOIS-RNGBC-X","",""
"SAMP-RNG-X","",""
"PARF-RSCFE-X","",""
"EMO-RFTN-X","","initial"
"PARF-RRCFE-X","",""
"PARF-RS158-X","",""
"PAS--","",""
"SAMP-RPDO-X","",""
"ACTI-RYKA-X","",""
"WARN--RED227","",""
"ACTI-RDSY-X","",""
"ACTI-APLR-X","",""
"SAMP-RDVN-X","",""
"BO-R2CLPBCC-RP-EM3,5GR","JTK01","initial"
"TC-W0REB4C1-W14GR","JTK01","to be discontinued"
"TC-W0RESPC2-W14GR","JTK01","to be discontinued"
"TC-W0RESBC3-W14GR","JTK01","to be discontinued"
"TC-W0RENC4-W14GR","JTK01","to be discontinued"
"TC-W0RECBC5-W14GR","JTK01","to be discontinued"
"TC-W0RLB4C1-W12GR","JTK01","existing"
"TC-W0RLB5C2-W12GR","JTK01","existing"
"TC-W0RLSPC3-W12GR","JTK01","existing"
"TC-W0RLNC4-W12GR","JTK01","existing"
"TC-RPC01-MO14G","JTK01","inactive"
"TC-RPC02-MO14G","JTK01","inactive"
"TC-RPC03-MO14G","JTK01","inactive"
"TC-RPC04-MO14G","JTK01","inactive"
"TC-RPC05-MO14G","JTK01","inactive"
"TC-RPC06-MO14G","JTK01","inactive"
"TC-RPC07-MO14G","JTK01","inactive"
"TC-RPC08-MO14G","JTK01","inactive"
"BO-SST09-RP-MO3,5GR","JTK01",""
"BO-SKPP10-RP-MO6GR","JTK01",""
"BO-SKPP10-RP-MO3,5GR","JTK01",""
"BO-SST09-RP-MO6GR","JTK01",""
"BO-CLPPB-RP-EM3,5GR","JTK01",""
"BO-E01-W-RP-W6,5GR","JTK01",""
"BO-E02-W-RP-W6,5GR","JTK01",""
"BO-CLPPMCB-RP-EM3,5G","JTK01",""
"BO-CLPPPML-RP-EM3,5G","JTK01",""
"BO-CLPPCCC-RP-EM3,5G","JTK01",""
"BO-CLPCS-RP-EM3,5GR","JTK01",""
"BO-CLPPTVB-RP-EM3,5G","JTK01",""
"FA-CLHP-RP-EM3,8GR","JTK01",""
"BO-CLPBAC-RP-EM3,5GR","JTK01","initial"
"BO-R2CLPBBS-RP-EM3,5GR","JTK01","initial"
"BO-CLPBCP-RP-EM3,5GR","JTK01","initial"
"BO-R2CLPBML-RP-EM3,5GR","JTK01","initial"
"BO-R2CLPBVB-RP-EM3,5GR","JTK01","initial"
"B-DMCP01-RP-EM4GR","JTK01","initial"
"B-DMCP02-RP-EM4GR","JTK01","initial"
"ES-EP01-W-01-RP-W1GR","JTK01",""
"ES-EP01-W-02-RP-W1GR","JTK01",""
"ES-EP01-W-03-RP-W1GR","JTK01",""
"ES-EP01-W-04-RP-W1GR","JTK01",""
"ES-EP01-W-05-RP-W1GR","JTK01",""
"ES-EP01-W-06-RP-W1GR","JTK01",""
"ES-EP01-W-07-RP-W1GR","JTK01",""
"ES-EP01-W-08-RP-W1GR","JTK01",""
"ES-EP02-W-01-RP-W1GR","JTK01",""
"ES-EP02-W-02-RP-W1GR","JTK01",""
"ES-EP02-W-03-RP-W1GR","JTK01",""
"ES-EP02-W-04-RP-W1GR","JTK01",""
"ES-EP02-W-05-RP-W1GR","JTK01",""
"ES-EP02-W-06-RP-W1GR","JTK01",""
"ES-EP02-W-07-RP-W1GR","JTK01",""
"ES-EP02-W-08-RP-W1GR","JTK01",""
"ES-CP-RP-W1,1GR","JTK01",""
"ES-PNU-02-RP-MO1,25G","JTK01",""
"ES-PNU-03-RP-MO1,25G","JTK01",""
"ES-PNU-04-RP-MO1,25G","JTK01",""
"ES-PNU-03-RP-W1GR","JTK01","initial"
"ES-PNU-04-RP-W1GR","JTK01",""
"ES-PSM-06-RP-MO1,25G","JTK01",""
"ES-EPS-01-RP-W1,1GR","JTK01",""
"ES-W0R-01-RP-W1,1GR","JTK01","initial"
"ES-R-RP-MO1,25G","JTK01",""
"ES-W1A-01-RP-W1,1GR","JTK01",""
"ES-W1A-02-RP-W1,1GR","JTK01",""
"ES-W1A-03-RP-W1,1GR","JTK01",""
"ES-W1B-01-RP-W1,1GR","JTK01",""
"ES-W1B-02-RP-W1,1GR","JTK01",""
"ES-W1B-03-RP-W1,1GR","JTK01",""
"ES-W1C-01-RP-W1,1GR","JTK01",""
"ES-W1C-02-RP-W1,1GR","JTK01",""
"ES-W1C-03-RP-W1,1GR","JTK01",""
"ES-W1D-01-RP-W1,1GR","JTK01",""
"ES-W1D-02-RP-W1,1GR","JTK01",""
"ES-W1D-03-RP-W1,1GR","JTK01",""
"ES-W1E-01-RP-W1,1GR","JTK01",""
"ES-W1E-02-RP-W1,1GR","JTK01",""
"ES-W1E-03-RP-W1,1GR","JTK01",""
"ES-W1F-01-RP-W1,1GR","JTK01",""
"ES-W1F-02-RP-W1,1GR","JTK01",""
"ES-W1F-03-RP-W1,1GR","JTK01",""
"ES-W1G-01-RP-W1,1GR","JTK01",""
"ES-W1G-02-RP-W1,1GR","JTK01",""
"ES-W1G-03-RP-W1,1GR","JTK01",""
"ES-W0H-03-RP-W1,1GR","JTK01",""
"ES-W0I-01-RP-W1,1GR","JTK01",""
"ES-W0I-02-RP-W1,1GR","JTK01",""
"ES-W0I-03-RP-W1,1GR","JTK01",""
"ES-W0J-01-RP-W1,1GR","JTK01",""
"ES-W0J-02-RP-W1,1GR","JTK01",""
"ES-W0J-03-RP-W1,1GR","JTK01",""
"ES-W0K-01-RP-W1,1GR","JTK01",""
"ES-W0K-02-RP-W1,1GR","JTK01",""
"ES-W0K-03-RP-W1,1GR","JTK01",""
"ES-W0L-01-RP-W1,1GR","JTK01",""
"ES-W0L-02-RP-W1,1GR","JTK01",""
"ES-W0L-03-RP-W1,1GR","JTK01",""
"ES-W0M-01-RP-W1,1GR","JTK01",""
"ES-W0M-02-RP-W1,1GR","JTK01",""
"ES-W0M-03-RP-W1,1GR","JTK01",""
"ES-W0N-01-RP-W1,1GR","JTK01",""
"ES-W0N-02-RP-W1,1GR","JTK01",""
"ES-W0N-03-RP-W1,1GR","JTK01",""
"EB-DK02-01L-RP-MO2GR","JTK01",""
"EB-DK02-02D-RP-MO2GR","JTK01",""
"EB-DK-DB-RP-MO2GR","JTK01",""
"EB-DK-LB-RP-MO2GR","JTK01",""
"EB-TS-01-RP-EM1,1GR","JTK01",""
"EB-TS-02-RP-EM1,1GR","JTK01",""
"TC-FC02-RP-MO1,25G","JTK01",""
"TC-PPHC-07-RP-MO3,5G","JTK01",""
"TC-PPHC-08-RP-MO3,5G","JTK01",""
"ES-IPSCP-W-01-RP-W1G","JTK01",""
"ES-IPSCP-W-02-RP-W1G","JTK01",""
"ES-IPSCP-W-04-RP-W1G","JTK01",""
"ES-IPSCP-W-05-RP-W1G","JTK01",""
"ES-IPSCP-W-06-RP-W1G","JTK01",""
"ES-IPSCP-W-07-RP-W1G","JTK01",""
"ES-IPSCP-W-08-RP-W1G","JTK01",""
"ES-IPSCP-W-09-RP-W1G","JTK01",""
"ES-IPSCP-W-10-RP-W1G","JTK01",""
"TC-LPGBB01-RP-W4GR","JTK01",""
"TC-LPGBB02-RP-W4GR","JTK01",""
"ES-TSESM-01-RP-MO2G","JTK01",""
"ES-TSESM-02-RP-MO2G","JTK01",""
"ES-TSESM-03-RP-MO2G","JTK01",""
"ES-TSESP-01-RP-MO2G","JTK01",""
"ES-TSESP-02-RP-MO2G","JTK01",""
"ES-TSESP-03-RP-MO2G","JTK01",""
"BO-TSBOS-RP-MO11G","JTK01","initial"
"ES-H-RP-MO1,25G","JTK01",""
"TC-PC01-RP-MO12GR","JTK01",""
"TC-PC06-RP-MO12GR","JTK01","initial"
"TC-PC07-RP-MO12GR","JTK01","initial"
"ES-PMB-RP-MO1,25G","JTK01",""
"ES-C-RP-W1,1GR","JTK01",""
"ES-PMEO-RP-W1,1GR","JTK01",""
"ES-PMEO-RP-MO1,25G","JTK01",""
"ES-PRPBK01-RP-EM1,1G","JTK01",""
"ES-PRPPH02-RP-EM1,1G","JTK01",""
"ES-PRPPH03-RP-EM1,1G","JTK01",""
"FA-UGHP-W-RP-MO3,5GR","JTK01",""
"FA-UGHP-P-RP-MO3,5GR","JTK01",""
"FA-UGHP-G-RP-MO3,5GR","JTK01",""
"FA-RGH-RP-MO13GR","JTK01",""
"ES-BS-RP-MO1,25G","JTK01",""
"ES-BV-RP-W1,1GR","JTK01",""
"ES-CV-RP-MO1,25G","JTK01",""
"ES-CP-RP-MO1,25G","JTK01",""
"ES-M-RP-MO1,25G","JTK01",""
"ES-M-RP-W1,1GR","JTK01",""
"ES-PL-RP-MO1,25G","JTK01",""
"ES-PL-RP-W1,1GR","JTK01",""
"ES-SV-RP-MO1,25G","JTK01",""
"ES-TQ-RP-W1,3GR","JTK01",""
"BO-JBPP-RP-TA4GR","JTK01",""
"TC-PC02-RP-MO12GR","JTK01","initial"
"TC-PC03-RP-MO12GR","JTK01",""
"TC-PC04-RP-MO12GR","JTK01",""
"TC-PC05-RP-MO12GR","JTK01",""
"TC-PC08-RP-MO12GR","JTK01","initial"
"BO-CPLP-RP-W12G","JTK01",""
"FA-CLFLMHCP-RP-W4GR","JTK01",""
"FA-CLFMDHCP-RP-W4GR","JTK01",""
"ES-CLPNB-01-RP-W1,8GR","JTK01",""
"ES-CLPNB-02-RP-W1,8GR","JTK01",""
"ES-CLPNB-03-RP-W1,8GR","JTK01",""
"ES-CLPNB-04-RP-W1,8GR","JTK01",""
"ES-CLPPB-01-RP-W1,8GR","JTK01",""
"ES-CLPPB-02-RP-W1,8GR","JTK01",""
"ES-CLPPB-03-RP-W1,8GR","JTK01",""
"ES-CLPPB-04-RP-W1,8GR","JTK01",""
"ES-CLPWP-01-RP-W1,8GR","JTK01",""
"ES-CLPWP-02-RP-W1,8GR","JTK01",""
"ES-CLPWP-03-RP-W1,8GR","JTK01",""
"ES-CLPWP-04-RP-W1,8GR","JTK01",""
