"Korporat Code","General State","MPS Lead Time","Ppc State"
"MY-BPT06-MO","Confirmed","0","Draft"
"MY-BPT07-MO","Confirmed","0","Draft"
"MY-ESTEB-MO","Confirmed","3","Confirmed"
"MY-ESTGE-MO","Confirmed","3","Confirmed"
"MY-ESTIS-MO","Confirmed","3","Confirmed"
"MY-FLUC01-MO","Confirmed","3","Confirmed"
"MY-FLUC02-MO","Confirmed","3","Confirmed"
"MY-FLUC03-MO","Confirmed","3","Confirmed"
"MY-FLUC04-MO","Confirmed","3","Confirmed"
"MY-FLUC05-MO","Confirmed","3","Confirmed"
"MY-FLUC06-MO","Confirmed","3","Confirmed"
"MY-FLUC07-MO","Confirmed","3","Confirmed"
"MY-FLUC08-MO","Confirmed","3","Confirmed"
"MY-FLUC09-MO","Confirmed","3","Confirmed"
"MY-PRMVCPM-MO","Confirmed","3","Confirmed"
"MY-LHSLWA-MO","Confirmed","3","Confirmed"
"MY-LHSLWB-MO","Confirmed","3","Confirmed"
"MY-LHSLWC-MO","Confirmed","3","Confirmed"
"MY-LHSLWD-MO","Confirmed","3","Confirmed"
"MY-LHSLWE-MO","Confirmed","3","Confirmed"
"MY-LHSLWF-MO","Confirmed","3","Confirmed"
"MY-LHSLWG-MO","Confirmed","3","Confirmed"
"MY-LHSLWH-MO","Confirmed","3","Confirmed"
"MY-LHSLWI-MO","Confirmed","0","Draft"
"MY-LHSLWJ-MO","Confirmed","3","Confirmed"
"MY-LHSLWK-MO","Confirmed","3","Confirmed"
"MY-LHSLWL-MO","Confirmed","3","Confirmed"
"MY-MASKEL-MO","Confirmed","3","Confirmed"
"MY-REMCO-MO","Confirmed","0","Draft"
"MY-SSPSMU-MO","Confirmed","0","Draft"
"MY-FLPWFWC51-MO","Confirmed","3","Confirmed"
"MY-FLPWW12-MO","Confirmed","3","Confirmed"
"MY-FLPWW21-MO","Confirmed","3","Confirmed"
"MY-FLPWW32-MO","Confirmed","0","Draft"
"MY-SSNFSUVSAFE-W","Confirmed","3","Confirmed"
"MY-SRMASRM-W","Confirmed","3","Confirmed"
"MY-RAASTG-W","Confirmed","5","Confirmed"
"MY-AASTG-W15ML","Confirmed","5","Confirmed"
"MY-RADM-W","Confirmed","5","Confirmed"
"MY-ADM-W40ML","Confirmed","5","Confirmed"
"MY-AFP-W20G","Confirmed","5","Confirmed"
"MY-RAFP-W","Confirmed","5","Confirmed"
"MY-FWA-W","Confirmed","0","Draft"
"MY-ANTM-W40ML","Confirmed","5","Confirmed"
"MY-RANTM-W","Confirmed","5","Confirmed"
"MY-APBB-W20G","Confirmed","5","Confirmed"
"MY-RAPBB-W","Confirmed","5","Confirmed"
"MY-RAPRT-W","Confirmed","5","Confirmed"
"MY-APRT-W100ML","Confirmed","5","Confirmed"
"MY-RAPFC-W","Confirmed","5","Confirmed"
"MY-APFC-W60ML","Confirmed","5","Confirmed"
"MY-MAMSAR-W","Confirmed","0","Draft"
"MY-RBOA-W","Confirmed","5","Confirmed"
"MY-BOA-W4G","Confirmed","5","Confirmed"
"MY-RBOB-W","Confirmed","5","Confirmed"
"MY-BOB-W4G","Confirmed","5","Confirmed"
"MY-RBOC-W","Confirmed","5","Confirmed"
"MY-BOC-W4G","Confirmed","5","Confirmed"
"MY-RBOD-W","Confirmed","5","Confirmed"
"MY-BOD-W4G","Confirmed","5","Confirmed"
"MY-FWCD-W100ML","Confirmed","5","Confirmed"
"MY-FWCDEWN2-W","Confirmed","5","Confirmed"
"MY-FWRCDN2-W","Confirmed","0","Draft"
"MY-MCDMM-W","Confirmed","5","Confirmed"
"MY-SRMCDSI-W","Confirmed","6","Confirmed"
"MY-FMCDS-W","Confirmed","5","Confirmed"
"MY-FMPBTUWC-W","Confirmed","5","Confirmed"
"MY-FWRCDEWN2-W","Confirmed","0","Draft"
"MY-RDDCCDL-W","Confirmed","5","Confirmed"
"MY-RDDCCDN-W","Confirmed","5","Confirmed"
"MY-DDCCDL-W20ML","Confirmed","5","Confirmed"
"MY-DDCCDN-W20ML","Confirmed","5","Confirmed"
"MY-RFWCD-W","Confirmed","5","Confirmed"
"MY-RFMICD-W","Confirmed","5","Confirmed"
"MY-FMICD-W55ML","Confirmed","5","Confirmed"
"MY-RSRMCD-W","Confirmed","5","Confirmed"
"MY-SRMCD-W17ML","Confirmed","5","Confirmed"
"MY-MAMSCD-W","Confirmed","0","Draft"
"MY-ESCLPNB-W","Confirmed","5","Confirmed"
"MY-ESCLPPB-W","Confirmed","5","Confirmed"
"MY-ESCLPWP-W","Confirmed","5","Confirmed"
"MY-RLPC-W","Confirmed","5","Confirmed"
"MY-LPC-W10G","Confirmed","5","Confirmed"
"MY-BOCOCBSC-W","Confirmed","5","Confirmed"
"MY-BOCOCBMM-W","Confirmed","5","Confirmed"
"MY-BOCOCBSP-W","Confirmed","5","Confirmed"
"MY-LR2CLCLS1-W","Confirmed","0","Draft"
"MY-LR2CLCLS2-W","Confirmed","0","Draft"
"MY-LR2CLCLS3-W","Confirmed","0","Draft"
"MY-LR2CLCLS4-W","Confirmed","0","Draft"
"MY-LR2CLCLS5-W","Confirmed","0","Draft"
"MY-LR2CLCLS6-W","Confirmed","0","Draft"
"MY-LR2CLCLS7-W","Confirmed","0","Draft"
"MY-LR2CLCLS8-W","Confirmed","0","Draft"
"MY-LCLCLS1-W","Confirmed","5","Confirmed"
"MY-LCLCLS2-W","Confirmed","5","Confirmed"
"MY-LCLCLS3-W","Confirmed","5","Confirmed"
"MY-LCLCLS4-W","Confirmed","5","Confirmed"
"MY-LCLCLS5-W","Confirmed","5","Confirmed"
"MY-LCLCLS6-W","Confirmed","5","Confirmed"
"MY-LCLCLS7-W","Confirmed","5","Confirmed"
"MY-LCLCLS8-W","Confirmed","5","Confirmed"
"MY-FACLFLMHCP-W","Confirmed","3","Confirmed"
"MY-FACLFMDHCP-W","Confirmed","3","Confirmed"
"MY-LCLADC01-W","Confirmed","3","Confirmed"
"MY-LSLWCG-W","Confirmed","5","Confirmed"
"MY-LSLWCK-W","Confirmed","5","Confirmed"
"MY-LSLWCD-W","Confirmed","5","Confirmed"
"MY-LSLWCH-W","Confirmed","5","Confirmed"
"MY-LSLWCL-W","Confirmed","5","Confirmed"
"MY-LSLWCJ-W","Confirmed","5","Confirmed"
"MY-LSLWCF-W","Confirmed","5","Confirmed"
"MY-LSLWCE-W","Confirmed","5","Confirmed"
"MY-LSLWCI-W","Confirmed","5","Confirmed"
"MY-LSLWCC-W","Confirmed","5","Confirmed"
"MY-LSLWCB-W","Confirmed","5","Confirmed"
"MY-LSLWCA-W","Confirmed","5","Confirmed"
"MY-LCLADC02-W","Confirmed","3","Confirmed"
"MY-LCLADC03-W","Confirmed","3","Confirmed"
"MY-LCLADC04-W","Confirmed","3","Confirmed"
"MY-LCLADC05-W","Confirmed","3","Confirmed"
"MY-LCLADC06-W","Confirmed","3","Confirmed"
"MY-FCLCMA-W","Confirmed","5","Confirmed"
"MY-FCLCMB-W","Confirmed","5","Confirmed"
"MY-FCLCMC-W","Confirmed","5","Confirmed"
"MY-FCLCMD-W","Confirmed","5","Confirmed"
"MY-FCLCME-W","Confirmed","5","Confirmed"
"MY-FCLCMG-W","Confirmed","5","Confirmed"
"MY-FCLCMF-W","Confirmed","5","Confirmed"
"MY-FCLCMH-W","Confirmed","5","Confirmed"
"MY-LREMC01-W","Confirmed","3","Confirmed"
"MY-LREMC02-W","Confirmed","3","Confirmed"
"MY-LREMC03-W","Confirmed","3","Confirmed"
"MY-LREMC04-W","Confirmed","3","Confirmed"
"MY-LREMC05-W","Confirmed","3","Confirmed"
"MY-LREMC06-W","Confirmed","3","Confirmed"
"MY-LREMC07-W","Confirmed","3","Confirmed"
"MY-LREMC08-W","Confirmed","3","Confirmed"
"MY-LREMC09-W","Confirmed","3","Confirmed"
"MY-LREMC10-W","Confirmed","3","Confirmed"
"MY-LREMC11-W","Confirmed","3","Confirmed"
"MY-LREMC12-W","Confirmed","3","Confirmed"
"MY-LREMC13-W","Confirmed","3","Confirmed"
"MY-LREMC14-W","Confirmed","3","Confirmed"
"MY-LREMC15-W","Confirmed","3","Confirmed"
"MY-LREMC16-W","Confirmed","3","Confirmed"
"MY-LREMC17-W","Confirmed","3","Confirmed"
"MY-LREMC18-W","Confirmed","3","Confirmed"
"MY-BCLCLPA-W","Confirmed","5","Confirmed"
"MY-BCLCLPB-W","Confirmed","5","Confirmed"
"MY-BCLCLPC-W","Confirmed","5","Confirmed"
"MY-BCLCLPD-W","Confirmed","5","Confirmed"
"MY-CUSCLCA-W","Confirmed","5","Confirmed"
"MY-CUSCLCB-W","Confirmed","5","Confirmed"
"MY-CUSCLCC-W","Confirmed","5","Confirmed"
"MY-CUSCLCD-W","Confirmed","5","Confirmed"
"MY-CUSCLCE-W","Confirmed","5","Confirmed"
"MY-CUSCLCG-W","Confirmed","5","Confirmed"
"MY-CUSCLCF-W","Confirmed","5","Confirmed"
"MY-CUSCLCH-W","Confirmed","5","Confirmed"
"MY-PCLR-W","Confirmed","3","Confirmed"
"MY-LCUM01-W","Confirmed","5","Confirmed"
"MY-LCUM02-W","Confirmed","5","Confirmed"
"MY-LCUM03-W","Confirmed","5","Confirmed"
"MY-LCUM04-W","Confirmed","5","Confirmed"
"MY-LCUM05-W","Confirmed","5","Confirmed"
"MY-LCUM06-W","Confirmed","5","Confirmed"
"MY-LCUM07-W","Confirmed","5","Confirmed"
"MY-LCUM08-W","Confirmed","5","Confirmed"
"MY-LCUMKORA-W","Confirmed","0","Draft"
"MY-LCUMKORB-W","Confirmed","0","Draft"
"MY-LCUMKORC-W","Confirmed","0","Draft"
"MY-LCUMKORD-W","Confirmed","0","Draft"
"MY-LCUMKORE-W","Confirmed","0","Draft"
"MY-LCVM01-W","Confirmed","5","Confirmed"
"MY-RLCVM01-W","Confirmed","5","Confirmed"
"MY-RLCVM02-W","Confirmed","5","Confirmed"
"MY-LCVM02-W","Confirmed","5","Confirmed"
"MY-LCVM03-W","Confirmed","5","Confirmed"
"MY-RLCVM03-W","Confirmed","5","Confirmed"
"MY-LCVM04-W","Confirmed","5","Confirmed"
"MY-RLCVM04-W","Confirmed","5","Confirmed"
"MY-RLCVM05-W","Confirmed","5","Confirmed"
"MY-LCVM05-W","Confirmed","5","Confirmed"
"MY-RLCVM06-W","Confirmed","5","Confirmed"
"MY-LCVM06-W","Confirmed","5","Confirmed"
"MY-LCVM07-W","Confirmed","5","Confirmed"
"MY-RLCVM07-W","Confirmed","5","Confirmed"
"MY-LCVM08-W","Confirmed","5","Confirmed"
"MY-RLCVM08-W","Confirmed","5","Confirmed"
"MY-LCVM09-W","Confirmed","5","Confirmed"
"MY-LCVM10-W","Confirmed","5","Confirmed"
"MY-LCVM11-W","Confirmed","5","Confirmed"
"MY-LCVM12-W","Confirmed","5","Confirmed"
"MY-LCVM13-W","Confirmed","5","Confirmed"
"MY-LCVM14-W","Confirmed","5","Confirmed"
"MY-LCVM01CLB-W","Confirmed","0","Draft"
"MY-LCVM02CLB-W","Confirmed","0","Draft"
"MY-LCVM03CLB-W","Confirmed","0","Draft"
"MY-LCVM04CLB-W","Confirmed","0","Draft"
"MY-LCVM05CLB-W","Confirmed","0","Draft"
"MY-LCVM06CLB-W","Confirmed","0","Draft"
"MY-LCVM07CLB-W","Confirmed","0","Draft"
"MY-LCVM08CLB-W","Confirmed","0","Draft"
"MY-TWCCLFTA-W","Confirmed","5","Confirmed"
"MY-TWCCLFTB-W","Confirmed","5","Confirmed"
"MY-TWCCLFTC-W","Confirmed","5","Confirmed"
"MY-TWCCLFTD-W","Confirmed","5","Confirmed"
"MY-TWCCLFTE-W","Confirmed","5","Confirmed"
"MY-TWCCLFTG-W","Confirmed","5","Confirmed"
"MY-TWCCLFTF-W","Confirmed","5","Confirmed"
"MY-TWCCLFTH-W","Confirmed","5","Confirmed"
"MY-MRWSNCN2-W","Confirmed","5","Confirmed"
"MY-MRWSDCN2-W","Confirmed","5","Confirmed"
"MY-SRMRWSIBS-W","Confirmed","5","Confirmed"
"MY-FTRWSABHA-W","Confirmed","4","Confirmed"
"MY-ECRWSB-W","Confirmed","5","Confirmed"
"MY-FWRWSABHA-W","Confirmed","5","Confirmed"
"MY-SRMRWSPTEN2-W","Confirmed","5","Confirmed"
"MY-SRMRWSPTEN4-W","Confirmed","5","Confirmed"
"MY-MAMTRWS-W","Confirmed","0","Draft"
"MY-PCSTK-W","Confirmed","5","Confirmed"
"MY-PCTK-W","Confirmed","5","Confirmed"
"MY-FWCFW-W","Confirmed","3","Draft"
"MY-FWCFW100-W","Confirmed","3","Confirmed"
"MY-SRMCAB-W","Confirmed","5","Confirmed"
"MY-SRMRCAB-W","Confirmed","3","Confirmed"
"MY-MCSAOC-W","Confirmed","5","Confirmed"
"MY-MRCSAOC-W","Confirmed","3","Confirmed"
"MY-SRMCSAE-W","Confirmed","5","Confirmed"
"MY-SRMRCSAE-W","Confirmed","3","Confirmed"
"MY-MCSAHG-W","Confirmed","5","Confirmed"
"MY-MRCSAHG-W","Confirmed","3","Confirmed"
"MY-REMCDAMG-W","Confirmed","5","Confirmed"
"MY-REMRCDAMG-W","Confirmed","3","Confirmed"
"MY-SRMCSRO-W","Confirmed","5","Confirmed"
"MY-SRMRCSRO-W","Confirmed","3","Confirmed"
"MY-MCSRRC-W","Confirmed","5","Confirmed"
"MY-MRCSRRC-W","Confirmed","3","Confirmed"
"MY-FDF-W4.5G","Confirmed","5","Confirmed"
"MY-RFDF-W","Confirmed","3","Confirmed"
"MY-MASKEXPMM-W","Confirmed","3","Confirmed"
"MY-ELEXPELB-W","Waiting for Approval","0","Draft"
"MY-FWE-W60ML","Confirmed","3","Confirmed"
"MY-RBBCEL-W","Confirmed","5","Confirmed"
"MY-BBCEL-W30ML","Confirmed","5","Confirmed"
"MY-RBBCEN-W","Confirmed","5","Confirmed"
"MY-BBCEN-W30ML","Confirmed","5","Confirmed"
"MY-LEVCL01-W5.5G","Confirmed","5","Confirmed"
"MY-RLEVCL01-W","Confirmed","5","Confirmed"
"MY-LEVCL02-W5.5G","Confirmed","5","Confirmed"
"MY-RLEVCL02-W","Confirmed","5","Confirmed"
"MY-RLEVCL03-W","Confirmed","5","Confirmed"
"MY-LEVCL03-W5.5G","Confirmed","5","Confirmed"
"MY-RLBEVFSG-W","Confirmed","5","Confirmed"
"MY-LBEVFSG-W4G","Confirmed","5","Confirmed"
"MY-RLBEVFSS-W","Confirmed","5","Confirmed"
"MY-LBEVFSS-W4G","Confirmed","5","Confirmed"
"MY-RLBEVLNGT-W","Confirmed","5","Confirmed"
"MY-LBEVLNGT-W4G","Confirmed","5","Confirmed"
"MY-LBEVLNH-W4G","Confirmed","5","Confirmed"
"MY-RLBEVLNH-W","Confirmed","5","Confirmed"
"MY-RBESFBBLP-W","Confirmed","5","Confirmed"
"MY-BESFBBLP-W8G","Confirmed","5","Confirmed"
"MY-RBOE01-W","Confirmed","5","Confirmed"
"MY-BOE01-W","Confirmed","5","Confirmed"
"MY-RBOE02-W","Confirmed","5","Confirmed"
"MY-BOE02-W","Confirmed","5","Confirmed"
"MY-BORE02-W","Confirmed","3","Confirmed"
"MY-BORE01-W","Confirmed","3","Confirmed"
"MY-CONE01-W","Confirmed","3","Confirmed"
"MY-CONE02-W","Confirmed","3","Confirmed"
"MY-CONE03-W","Confirmed","3","Confirmed"
"MY-CONE04-W","Confirmed","3","Confirmed"
"MY-RESEP01-W","Confirmed","5","Confirmed"
"MY-ESEP01-W","Confirmed","5","Confirmed"
"MY-ESEP02-W","Confirmed","5","Confirmed"
"MY-RESEP02-W","Confirmed","5","Confirmed"
"MY-CUSEFC01I-W","Waiting for Approval","3","Confirmed"
"MY-CUSEFC01-W","Confirmed","5","Confirmed"
"MY-RCUSEFC01-W","Confirmed","5","Confirmed"
"MY-CUSR2EFC01-W","Confirmed","3","Confirmed"
"MY-RCUSEFC02-W","Confirmed","5","Confirmed"
"MY-CUSEFC02-W","Confirmed","5","Confirmed"
"MY-CUSR2EFC02-W","Confirmed","3","Confirmed"
"MY-CUSEFC02I-W","Waiting for Approval","3","Confirmed"
"MY-CUSEFC03I-W","Waiting for Approval","3","Confirmed"
"MY-RCUSEFC03-W","Confirmed","5","Confirmed"
"MY-CUSEFC03-W","Confirmed","5","Confirmed"
"MY-CUSR2EFC03-W","Confirmed","3","Confirmed"
"MY-CUSEFC04I-W","Waiting for Approval","3","Confirmed"
"MY-CUSEFC04-W","Confirmed","5","Confirmed"
"MY-RCUSEFC04-W","Confirmed","5","Confirmed"
"MY-CUSR2EFC04-W","Confirmed","4","Confirmed"
"MY-CUSEFC05I-W","Waiting for Approval","3","Confirmed"
"MY-CUSEFC06I-W","Waiting for Approval","3","Confirmed"
"MY-FAEGH-W","Confirmed","5","Confirmed"
"MY-LELT-W","Confirmed","3","Confirmed"
"MY-LE21-W3.8G","Confirmed","3","Confirmed"
"MY-LE28-W3.8G","Confirmed","3","Confirmed"
"MY-LE43-W3.8G","Confirmed","3","Confirmed"
"MY-FRELF01-W","Confirmed","5","Confirmed"
"MY-FRRELF01-W","Confirmed","3","Confirmed"
"MY-RFRELF01-W","Confirmed","5","Confirmed"
"MY-FEL01-W20ML","Confirmed","3","Confirmed"
"MY-FRRELF02-W","Confirmed","3","Confirmed"
"MY-RFRELF02-W","Confirmed","5","Confirmed"
"MY-FRELF02-W","Confirmed","5","Confirmed"
"MY-FEL02-W20ML","Confirmed","3","Confirmed"
"MY-RFRELF03-W","Confirmed","5","Confirmed"
"MY-FRELF03-W","Confirmed","5","Confirmed"
"MY-FRRELF03-W","Confirmed","3","Confirmed"
"MY-FEL03-W20ML","Confirmed","3","Confirmed"
"MY-FRELF04-W","Confirmed","5","Confirmed"
"MY-FRRELF04-W","Confirmed","3","Confirmed"
"MY-RFRELF04-W","Confirmed","5","Confirmed"
"MY-FEL04-W20ML","Confirmed","3","Confirmed"
"MY-FRRRELF05-W","Confirmed","3","Confirmed"
"MY-RFRELF05-W","Confirmed","5","Confirmed"
"MY-FRELF05-W","Confirmed","5","Confirmed"
"MY-FELF07-W","Confirmed","3","Draft"
"MY-FELF08-W","Confirmed","3","Draft"
"MY-FELF09-W","Confirmed","3","Draft"
"MY-FELF10-W","Confirmed","5","Confirmed"
"MY-RLEMC01-W","Confirmed","5","Confirmed"
"MY-LEMC01-W4G","Confirmed","5","Confirmed"
"MY-LEMC01DP-W","Confirmed","0","Draft"
"MY-RLEMC02-W","Confirmed","5","Confirmed"
"MY-LEMC02-W4G","Confirmed","5","Confirmed"
"MY-LEMC02DP-W","Confirmed","0","Draft"
"MY-RLEMC03-W","Confirmed","5","Confirmed"
"MY-LEMC03-W4G","Confirmed","5","Confirmed"
"MY-LEMC03DP-W","Confirmed","0","Draft"
"MY-RLEMC04-W","Confirmed","5","Confirmed"
"MY-LEMC04-W4G","Confirmed","5","Confirmed"
"MY-LEMC04DP-W","Confirmed","0","Draft"
"MY-RLEMC05-W","Confirmed","5","Confirmed"
"MY-LEMC05-W4G","Confirmed","5","Confirmed"
"MY-LEMC05DP-W","Confirmed","0","Draft"
"MY-RLEMC06-W","Confirmed","5","Confirmed"
"MY-LEMC06-W4G","Confirmed","5","Confirmed"
"MY-LEMC06DP-W","Confirmed","0","Draft"
"MY-LEMC07-W4G","Confirmed","5","Confirmed"
"MY-LEMC07DP-W","Confirmed","0","Draft"
"MY-RLEMC07-W","Confirmed","5","Confirmed"
"MY-RLEMC08-W","Confirmed","5","Confirmed"
"MY-LEMC08-W4G","Confirmed","5","Confirmed"
"MY-LEMC08DP-W","Confirmed","0","Draft"
"MY-LEMC09-W4G","Confirmed","5","Confirmed"
"MY-LEMC09DP-W","Confirmed","0","Draft"
"MY-RLEMC09-W","Confirmed","5","Confirmed"
"MY-RLEMC10-W","Confirmed","5","Confirmed"
"MY-LEMC10-W4G","Confirmed","5","Confirmed"
"MY-LEMC10DP-W","Confirmed","0","Draft"
"MY-LEMC11-W4G","Confirmed","5","Confirmed"
"MY-LEMC11DP-W","Confirmed","0","Draft"
"MY-RLEMC11-W","Confirmed","5","Confirmed"
"MY-RLEMC12-W","Confirmed","5","Confirmed"
"MY-LEMC12-W4G","Confirmed","5","Confirmed"
"MY-LEMC12DP-W","Confirmed","0","Draft"
"MY-RLEMC13-W","Confirmed","5","Confirmed"
"MY-LEMC13-W4G","Confirmed","5","Confirmed"
"MY-LEMC13DP-W","Confirmed","0","Draft"
"MY-RLEMC14-W","Confirmed","5","Confirmed"
"MY-LEMC14-W4G","Confirmed","5","Confirmed"
"MY-LEMC14DP-W","Confirmed","0","Draft"
"MY-RLEMC15-W","Confirmed","5","Confirmed"
"MY-LEMC15-W4G","Confirmed","5","Confirmed"
"MY-LEMC15DP-W","Confirmed","0","Draft"
"MY-RLEMC16-W","Confirmed","5","Confirmed"
"MY-LEMC16-W4G","Confirmed","5","Confirmed"
"MY-LEMC16DP-W","Confirmed","0","Draft"
"MY-RLEMC17-W","Confirmed","5","Confirmed"
"MY-LEMC17-W4G","Confirmed","5","Confirmed"
"MY-LEMC17DP-W","Confirmed","0","Draft"
"MY-RLEMC18-W","Confirmed","5","Confirmed"
"MY-LEMC18-W4G","Confirmed","5","Confirmed"
"MY-LEMC18DP-W","Confirmed","0","Draft"
"MY-LR2EMC01-W","Confirmed","0","Draft"
"MY-LR2EMC03-W","Confirmed","0","Draft"
"MY-LR2EMC05-W","Confirmed","0","Draft"
"MY-LR2EMC06-W","Confirmed","0","Draft"
"MY-LR2EMC07-W","Confirmed","0","Draft"
"MY-LR2EMC08-W","Confirmed","0","Draft"
"MY-LR2EMC09-W","Confirmed","0","Draft"
"MY-LR2EMC11-W","Confirmed","0","Draft"
"MY-LR2EMC12-W","Confirmed","0","Draft"
"MY-LR2EMC13-W","Confirmed","0","Draft"
"MY-LR2EMC16-W","Confirmed","0","Draft"
"MY-LR2EMC17-W","Confirmed","0","Draft"
"MY-LEMCA-W","Confirmed","0","Draft"
"MY-LEMCB-W","Confirmed","0","Draft"
"MY-LEMCC-W","Confirmed","0","Draft"
"MY-LEMCD-W","Confirmed","0","Draft"
"MY-LEMCE-W","Confirmed","0","Draft"
"MY-LEMCF-W","Confirmed","0","Draft"
"MY-LREMA02-W","Confirmed","5","Confirmed"
"MY-RLREMA02-W","Confirmed","5","Confirmed"
"MY-LREMA03-W","Confirmed","5","Confirmed"
"MY-RLREMA03-W","Confirmed","5","Confirmed"
"MY-RLREMA04-W","Confirmed","5","Confirmed"
"MY-LREMA04-W","Confirmed","5","Confirmed"
"MY-LREMA05-W","Confirmed","5","Confirmed"
"MY-RLREMA05-W","Confirmed","5","Confirmed"
"MY-LREMA09-W","Confirmed","5","Confirmed"
"MY-RLREMA09-W","Confirmed","5","Confirmed"
"MY-RLREMA16-W","Confirmed","5","Confirmed"
"MY-LREMA16-W","Confirmed","5","Confirmed"
"MY-LREMA17-W","Confirmed","5","Confirmed"
"MY-RLREMA17-W","Confirmed","5","Confirmed"
"MY-RLREMA18-W","Confirmed","5","Confirmed"
"MY-LREMA18-W","Confirmed","5","Confirmed"
"MY-RLREMO21-W","Confirmed","5","Confirmed"
"MY-LREMO21-W","Confirmed","5","Confirmed"
"MY-RLREMO23-W","Confirmed","5","Confirmed"
"MY-LREMO23-W","Confirmed","5","Confirmed"
"MY-RLREMO26-W","Confirmed","5","Confirmed"
"MY-LREMO26-W","Confirmed","5","Confirmed"
"MY-RLREMO30-W","Confirmed","5","Confirmed"
"MY-LREMO30-W","Confirmed","5","Confirmed"
"MY-RLREMO36-W","Confirmed","5","Confirmed"
"MY-LREMO36-W","Confirmed","5","Confirmed"
"MY-LREMO41-W","Confirmed","5","Confirmed"
"MY-RLREMO41-W","Confirmed","5","Confirmed"
"MY-RLREMO43-W","Confirmed","5","Confirmed"
"MY-LREMO43-W","Confirmed","5","Confirmed"
"MY-LREMO46-W","Confirmed","5","Confirmed"
"MY-RLREMO46-W","Confirmed","5","Confirmed"
"MY-PRME-W","Confirmed","3","Confirmed"
"MY-ESREP01-W","Confirmed","3","Confirmed"
"MY-ESREP02-W","Confirmed","3","Confirmed"
"MY-FARE-W","Confirmed","3","Confirmed"
"MY-FRRELF06-W","Waiting for Approval","3","Confirmed"
"MY-FRRELF07-W","Waiting for Approval","3","Confirmed"
"MY-FRRELF08-W","Waiting for Approval","3","Confirmed"
"MY-FAE-W","Confirmed","3","Confirmed"
"MY-RTCRE01-W","Confirmed","5","Confirmed"
"MY-TCRE01-W","Confirmed","5","Confirmed"
"MY-TCR2E01-W","Confirmed","3","Confirmed"
"MY-RTCRE02-W","Confirmed","5","Confirmed"
"MY-TCR2E02-W","Confirmed","3","Confirmed"
"MY-TCRE02-W","Confirmed","5","Confirmed"
"MY-TCE02SP-W12G","Confirmed","3","Confirmed"
"MY-TCRE03-W","Confirmed","5","Confirmed"
"MY-TCR2E03-W","Confirmed","3","Confirmed"
"MY-RTCRE03-W","Confirmed","3","Confirmed"
"MY-TCE03SB-W12G","Confirmed","3","Confirmed"
"MY-RTCRE04-W","Confirmed","3","Confirmed"
"MY-TCRE04-W","Confirmed","5","Confirmed"
"MY-TCR2E04-W","Confirmed","3","Confirmed"
"MY-RTCRE05-W","Confirmed","5","Confirmed"
"MY-TCRE05-W","Confirmed","5","Confirmed"
"MY-TCR2E05-W","Confirmed","3","Confirmed"
"MY-TCE06-W","Confirmed","3","Draft"
"MY-TCE07-W","Confirmed","3","Draft"
"MY-TCE08-W","Confirmed","3","Draft"
"MY-TCE09-W","Confirmed","0","Draft"
"MY-TCE10-W","Confirmed","0","Draft"
"MY-TCR2E06-W","Waiting for Approval","3","Confirmed"
"MY-TCR2E07-W","Waiting for Approval","3","Confirmed"
"MY-TCR2E08-W","Waiting for Approval","3","Confirmed"
"MY-LEMM01-W","Confirmed","3","Confirmed"
"MY-LEMM02-W","Confirmed","3","Confirmed"
"MY-LEMM03-W","Confirmed","3","Confirmed"
"MY-LEMM04-W","Confirmed","3","Confirmed"
"MY-LEMM05-W","Confirmed","3","Confirmed"
"MY-LEMM06-W","Confirmed","3","Confirmed"
"MY-LEMM07-W","Confirmed","3","Confirmed"
"MY-LEMM08-W","Confirmed","3","Confirmed"
"MY-LEMM09-W","Confirmed","3","Confirmed"
"MY-LEMM10-W","Confirmed","3","Confirmed"
"MY-LEMM11-W","Confirmed","3","Confirmed"
"MY-LEMM12-W","Confirmed","3","Confirmed"
"MY-EBBL-W1.14G","Confirmed","5","Confirmed"
"MY-EBBR-W1.14G","Confirmed","5","Confirmed"
"MY-REBBL-W","Confirmed","5","Confirmed"
"MY-REBBR-W","Confirmed","5","Confirmed"
"MY-ELBL-W1.14G","Confirmed","5","Confirmed"
"MY-ELBR-W1.14G","Confirmed","3","Draft"
"MY-ELWH-W1.14G","Confirmed","5","Confirmed"
"MY-ESA-W3.3G","Confirmed","5","Confirmed"
"MY-RESA-W","Confirmed","5","Confirmed"
"MY-ESG-W3.3G","Confirmed","5","Confirmed"
"MY-RESG-W","Confirmed","5","Confirmed"
"MY-ESH-W3.3G","Confirmed","5","Confirmed"
"MY-ESI-W3.3G","Confirmed","5","Confirmed"
"MY-RESI-W","Confirmed","5","Confirmed"
"MY-ESL-W3.3G","Confirmed","5","Confirmed"
"MY-RESL-W","Confirmed","5","Confirmed"
"MY-ESM-W3.3G","Confirmed","5","Confirmed"
"MY-RESM-W","Confirmed","5","Confirmed"
"MY-RMASKEEAL-W","Confirmed","5","Confirmed"
"MY-MASKEEAL-W6G","Confirmed","5","Confirmed"
"MY-RREMEEM-W","Confirmed","5","Confirmed"
"MY-REBEK-W","Confirmed","5","Confirmed"
"MY-EBEK-W3G","Confirmed","5","Confirmed"
"MY-EBREPBL-W","Confirmed","5","Confirmed"
"MY-EBREPBR-W","Confirmed","5","Confirmed"
