"SNFG","Reference","Product","Sediaan","Scheduled Start Date","Scheduled Finished Date","Operation Type","Manufacturing Order","State","Streamline","Unit of Measure"
"TC-RRE03-W/H0056","MO-TC-PC03-BULK/H0165","[TC-PC03-BULK] PERFECT COVER TWC 03 MAPLE","P","2022-12-17","2022-12-22","PTI: Jatake 1 - Olah","MO/220056337","Confirmed","A","kg"
"TC-RRE04-W/H0070","TC-RRE04-W/H0070","[TC-RRE04-W] Wardah Refill Exclusive Two Way Cake 04 Natural 12 g","P","2022-12-23","2022-12-24","PTI: Jatake 1 - Kemas","MO/220055501","Confirmed","A","Pc(s)"
"TC-RRE04-W/H0070","MO-TC-PC04-BULK/H0191","[TC-PC04-BULK] PERFECT COVER TWC 04 DESERT","P","2022-12-20","2022-12-24","PTI: Jatake 1 - Olah","MO/220056547","Confirmed","A","kg"
"B-IPQSP15-W/H0002","B-IPQSP15-W/H0002","[B-IPQSP15-W] Instaperfect QUICKMATTE Loose Powder 43 Creme Sand 9 g","P","2022-12-26","2022-12-27","PTI: Jatake 1 - Kemas","MO/220055502","Confirmed","A","Pc(s)"
"TC-RIPPF01-W/H0006","TC-RIPPF01-W/H0006","[TC-RIPPF01-W] Instaperfect Refill Matte Fit Powder Foundation 11 Fair Pink 13 g","P","2022-12-21","2022-12-22","PTI: Jatake 1 - Kemas","MO/220055503","Confirmed","A","Pc(s)"
"TC-RIPPF02-W/H0007","TC-RIPPF02-W/H0007","[TC-RIPPF02-W] Instaperfect Refill Matte Fit Powder Foundation 22 Light Ivory 13 g","P","2022-12-21","2022-12-23","PTI: Jatake 1 - Kemas","MO/220055504","Confirmed","A","Pc(s)"
"TC-W3ELLI4-W12G/H0016","TC-W3ELLI4-W12G/H0016","[TC-W3ELLI4-W12G] Wardah Evd Lum Two Way Cake 04 Light Ivory 12 g (Pc(s))","P","2022-12-27","2022-12-28","PTI: Jatake 1 - Kemas","MO/220055510","Confirmed","A","Pc(s)"
"TC-RRE04-W/H0071","TC-RRE04-W/H0071","[TC-RRE04-W] Wardah Refill Exclusive Two Way Cake 04 Natural 12 g","P","2022-12-26","2022-12-28","PTI: Jatake 1 - Kemas","MO/220055525","Confirmed","A","Pc(s)"
"TC-RRE04-W/H0073","TC-RRE04-W/H0073","[TC-RRE04-W] Wardah Refill Exclusive Two Way Cake 04 Natural 12 g","P","2022-12-27","2022-12-28","PTI: Jatake 1 - Kemas","MO/220055527","Confirmed","A","Pc(s)"
"B-R3L01LB-W/H0078","B-R3L01LB-W/H0078","[B-R3L01LB-W] Wardah Lightening Matte Powder 01 Light Beige 20 g","P","2022-12-26","2022-12-27","PTI: Jatake 1 - Kemas","MO/220055529","Confirmed","A","Pc(s)"
"BO-SKPS03-MO6G/H0050","BO-S03PP6GRRNFS-MO/H0040","[BO-S03PP6GRRNFS-MO] Blush on Single 03 Promiscious Peach 6gr Refill No Make Over (Pc(s))","P","2022-12-27","2022-12-28","PTI: Jatake 1 - Press","MO/220055570","Confirmed","B","Pc(s)"
"BO-W1A-W4GR/H0026","BO-W1A-W4GR/H0026/01/01","[BO-W1A1&2RNFS4G-W] Blush on W1 A 01 & 02 Refill Not For Sale 4 gr Wardah (Pc(s))","P","2022-12-22","2022-12-26","PTI: Jatake 1 - Press","MO/220055572","Confirmed","B","Pc(s)"
"BO-W1C-W4GR/H0050","BO-W1C-W4GR/H0050","[BO-W1C-W4GR] Wardah Blush On C 4 gr","P","2022-12-21","2022-12-22","PTI: Jatake 1 - Kemas","MO/220055536","Confirmed","B","Pc(s)"
"ES-ECL-W3,3GR/H0033","ES-ECL-W3,3GR/H0033","[ES-ECL-W3,3GR] Wardah EyeXpert Eyeshadow Classic 3,3 gr","P","2022-12-26","2022-12-26","PTI: Jatake 1 - Kemas","MO/220055540","Confirmed","B","Pc(s)"
"ES-ECL-W3,3GR/H0033","ES-ECL-W3,3GR/H0033/01/01","[ES-W1F-01-RP-W1,1GR] Refill Press Eye Shadow Wardah F 01","P","2022-12-22","2022-12-26","PTI: Jatake 1 - Press","MO/220055581","Confirmed","B","Pc(s)"
"ES-TIS-MO6G/H0018","ES-TIS-MO6G/H0018","[ES-TIS-MO6G] MAKE OVER Trivia Eye Shadow Indian Summer 6 g (Pc(s))","P","2022-12-21","2022-12-21","PTI: Jatake 1 - Kemas","MO/220055542","Confirmed","B","Pc(s)"
"ES-TIS-MO6G/H0020","ES-TIS-MO6G/H0020/02/01","[ES-SGRB2GRNFS-MO] Eye Shadow Shiny Glam Rich Brown 2gr Refill Not fo Make Over (Pc(s))","P","2022-12-26","2022-12-28","PTI: Jatake 1 - Press","MO/220055593","Confirmed","B","Pc(s)"
"ES-EP01-W/H0032","ES-EP01-W/H0032/02/01","[ES-EP01-W-02-RP-W1GR] Refill Press Exclusive Eye Shadow Palette 01 Sunset Brown 02","P","2022-12-27","2022-12-29","PTI: Jatake 1 - Press","MO/220055602","Confirmed","B","Pc(s)"
"ES-CLPNB-W/H0003","ES-CLPNB-W/H0003","[ES-CLPNB-W] Wardah COLORFIT QUAD EYE PALETTE 01 BRUNETTE DAWN 6 g","P","2022-12-28","2022-12-29","PTI: Jatake 1 - Kemas","MO/220055549","Confirmed","B","Pc(s)"
"ES-CLPNB-W/H0003","ES-CLPNB-W/H0003/03/01","[ES-CLPNB-03-RP-W1,8GR] Refill Press Wardah Colorfit Quad Eye Palette 01 Brunette Dawn 03","P","2022-12-27","2022-12-29","PTI: Jatake 1 - Press","MO/220055616","Confirmed","B","Pc(s)"
"ES-CLPPB-W/H0006","ES-CLPPB-W/H0006","[ES-CLPPB-W] Wardah COLORFIT QUAD EYE PALETTE 02 ROSÉ AURORA 6 g","P","2022-12-22","2022-12-26","PTI: Jatake 1 - Kemas","MO/220055550","Confirmed","B","Pc(s)"
"BO-CLPPMCB-EM3.5GR/BSH0011","BO-CLPPMCB-EM3.5GR/BSH0011","[BO-CLPPMCB-EM3.5GR] Emina Cheek Lit Pressed Blush Cherry Blossoms 3.5 gr (Pc(s))","P","2022-12-28","2022-12-29","PTI: Jatake 1 - Kemas","MO/220055551","Confirmed","B","Pc(s)"
"F-LLF03-W/H0024","F-LLF03-W/H0024","[F-LLF03-W] Wardah Lightening Liquid Foundation 03. Ivory 25 ml (Blister)","L","2022-12-20","2022-12-22","PTI: Jatake 2 - Kemas","MO/220055819","Confirmed","A","Pc(s)"
"FW-BS-EM50ML/H0119","FW-BS-EM50ML/H0119","[FW-BS-EM50ML] Emina Bright Stuff Face Wash 50 ml","L","2022-12-20","2023-01-04","PTI: Jatake 2 - Kemas","MO/220055827","Confirmed","A","Pc(s)"
"FW-LWFN2-W/H0143","MO-FW-LWF-BULK/H0212","[FW-LWF-BULK] Wardah Lightening Whip Facial Foam Bulk","L","2022-12-23","2022-12-26","PTI: Jatake 2 - Olah","MO/220056221","Confirmed","A","kg"
"FW-RPBCFLO100-W/H0086","MO-FW-RPBCFLO-BULK/H0117","[FW-RPBCFLO-BULK] Wardah Perfect Bright Creamy Foam Bright + Oil Control","L","2022-12-19","2023-01-04","PTI: Jatake 2 - Olah","MO/220056186","Confirmed","A","kg"
"M-BRERMC-L/H0015","M-BRERMC-L/H0015","[M-BRERMC-L] LABORE Sensitive Skin Care BiomeRepair Barrier Revive Cream 50 ml","L","2022-12-20","2022-12-21","PTI: Jatake 2 - Kemas","MO/220055854","Confirmed","A","Pc(s)"
"M-BSC-EM/H0097","M-BSC-EM/H0097","[M-BSC-EM] Emina Bright Stuff Moisturizing Cream 20 ml","L","2022-12-23","2022-12-26","PTI: Jatake 2 - Kemas","MO/220055856","Confirmed","A","Pc(s)"
"M-RWSDCN1-W/H0028","M-RWSDCN1-W/H0028","[M-RWSDCN1-W] Wardah Crystal Secret Brightening Day Cream 15 ml","L","2022-12-19","2022-12-20","PTI: Jatake 2 - Kemas","MO/220055866","Confirmed","A","Pc(s)"
"FW-CDEWN2-W/H0020","FW-CDEWN2-W/H0020","[FW-CDEWN2-W] Wardah C-Defense Energizing Whip Foam 100 ml","L","2022-12-24","2022-12-26","PTI: Jatake 2 - Kemas","MO/220055923","Confirmed","A","Pc(s)"
"FW-FW01-KA/H0156","FW-FW01-KA/H0156","[FW-FW01-KA] Kahf Gentle Exfoliating Face Scrub 100 ml","L","2022-12-20","2023-01-04","PTI: Jatake 2 - Kemas","MO/220055924","Confirmed","A","Pc(s)"
"FW-FW01-KA/H0156","MO-FW-FW01-BULK/H0186","[FW-FW01-BULK] KAHF - Gentle Exfoliating Face Scrub","L","2022-12-19","2023-01-04","PTI: Jatake 2 - Olah","MO/220056124","Confirmed","A","kg"
"FW-PCSAC-KA/H0283","MO-FW-PCSAC-BULK/H0317","[FW-PCSAC-BULK] Kahf Oil and Acne Care Face Wash","L","2022-12-19","2023-01-04","PTI: Jatake 2 - Olah","MO/220056238","Confirmed","A","kg"
"REM-EEM-W100ML/H0039","REM-EEM-W100ML/H0039","[REM-EEM-W100ML] Wardah EyeXpert Eye & Lip Makeup Remover 100 ml","L","2022-12-22","2022-12-22","PTI: Jatake 2 - Kemas","MO/220055955","Confirmed","B","Pc(s)"
"REM-EEM-W100ML/H0039","MO-REM-EEMA-BULK/H0059","[REM-EEMA-BULK] EyeXpert Eye Make Up Remover Fase A Bulk","L","2022-12-20","2022-12-22","PTI: Jatake 2 - Olah","MO/220056224","Confirmed","B","kg"
"REM-LOIMWN2-W/H0081","REM-LOIMWN2-W/H0081","[REM-LOIMWN2-W] Wardah Lightening Oil-Infused Micellar Water 100 ml","L","2022-12-20","2022-12-21","PTI: Jatake 2 - Kemas","MO/220055958","Confirmed","B","Pc(s)"
"REM-LOIMWN2-W/H0085","REM-LOIMWN2-W/H0085","[REM-LOIMWN2-W] Wardah Lightening Oil-Infused Micellar Water 100 ml","L","2022-12-21","2022-12-22","PTI: Jatake 2 - Kemas","MO/220055962","Confirmed","B","Pc(s)"
"SRM-RRYTEN1-W/H0008","SRM-RRYTEN1-W/H0008","[SRM-RRYTEN1-W] Wardah Renew You Toner Essence 50 ml (Pc(s))","L","2022-12-24","2022-12-26","PTI: Jatake 2 - Kemas","MO/220055977","Confirmed","B","Pc(s)"
"FT-BSE-EM/H0005","MO-FT-BSE-BULK/H0005","[FT-BSE-BULK] EMINA Bright Stuff Exfoliating Toner","L","2022-12-22","2022-12-26","PTI: Jatake 2 - Olah","MO/220056131","Confirmed","B","kg"
"HBW-R-KA/H0010","MO-HBW-R-BULK/H0010","[HBW-R-BULK] KAHF Relaxing and Acne Fight Body Wash","L","2022-12-22","2022-12-26","PTI: Jatake 2 - Olah","MO/220056276","Confirmed","B","kg"
"F-RELF01-W/H0018","F-RELF01-W/H0018","[F-RELF01-W] Wardah Exclusive Liquid Foundation 01 Light Beige 20 ml","L","2022-12-21","2022-12-22","PTI: Jatake 2 - Kemas","MO/220056024","Confirmed","C","Pc(s)"
"FT-RWSABHA-W/H0035","FT-RWSABHA-W/H0035","[FT-RWSABHA-W] Wardah Crystal Secret Exfoliating Toner with Natural AHA+PHA 125 ml","L","2022-12-22","2022-12-24","PTI: Jatake 2 - Kemas","MO/220056025","Confirmed","C","Pc(s)"
"FM-NDOES-W/H0004","FM-NDOES-W/H0004","[FM-NDOES-W] Wardah Nature Daily Milky Oat Exfoliating Scrub Capsule Mask 10 ml","L","2022-12-26","2022-12-27","PTI: Jatake 2 - Kemas","MO/220056055","Confirmed","C","Pc(s)"
"HSP-P1N1B3N-P200/H0007","MO-HSP-N1B3N-BULK/H0015","[HSP-N1B3N-BULK] Bulk Hair Spray Non Aerosol Blue Normal","L","2022-12-24","2022-12-26","PTI: Jatake 2 - Olah","MO/220056633","Confirmed","C","kg"
"MY-RCUSEFC03-W/H0016","MY-RCUSEFC03-W/H0016","[MY-RCUSEFC03-W] Malaysia Wardah Exclusive Flawless Cover Cushion 03 Sandy Beige 15 g","L","2022-12-22","2022-12-23","PTI: Jatake 2 - Kemas","MO/220056064","Confirmed","C","Pc(s)"
"BP-MOEDP-KA/H0006","BP-MOEDP-KA/H0006","[BP-MOEDP-KA] Kahf Saffron Oud Eau de Parfum 100 ml","L","2022-12-19","2022-12-21","PTI: Jatake 2 - Kemas","MO/220056067","Confirmed","C","Pc(s)"
"BP-RHEDP-KA/H0005","BP-RHEDP-KA/H0005","[BP-RHEDP-KA] Kahf Revered Oud Eau de Parfum 100 ml","L","2022-12-20","2022-12-22","PTI: Jatake 2 - Kemas","MO/220056068","Confirmed","C","Pc(s)"
"MY-FCLCMG-W/H0015","MY-FCLCMG-W/H0015","[MY-FCLCMG-W] Malaysia Wardah Colorfit Matte Foundation 42N Neutral Sand 25 ml","J6","2022-12-20","2022-12-20","PTI: Jatake 6 - Kemas","MO/220056355","Confirmed","SL","Pc(s)"
"TWC-CLFTRC-W/BSH0005","TWC-CLFTRC-W/BSH0005","[TWC-CLFTRC-W] Wardah Colorfit Velvet Powder Foundation Refill 23W Warm Ivory 11 g","P","2023-01-02","2023-01-06","PTI: Jatake 1 - Kemas","MO/220056479","Confirmed","A","Pc(s)"
"TWC-CLFTG-W/BSH0005","TWC-CLFTG-W/BSH0005","[TWC-CLFTG-W] Wardah Colorfit Velvet Powder Foundation 42N Neutral Sand 11 g","P","2023-01-02","2023-01-06","PTI: Jatake 1 - Kemas","MO/220056484","Confirmed","A","Pc(s)"
"TWC-OMGM-OMG/I0001","MO-TWC-OMGM-BULK/I0001","[TWC-OMGM-BULK] OMG Oh My Glam Coverlast Two Way Cake 32N Natural","VP","2023-01-02","2023-01-06","PTI: Jatake 1 - Olah Varcos","MO/220058809","Confirmed","A","kg"
"F-CLCMC-W/H0011","F-CLCMC-W/H0011","[F-CLCMC-W] Wardah Colorfit Matte Foundation 23W Warm Ivory 25 ml","L","2022-12-26","2022-12-27","PTI: Jatake 2 - Kemas","MO/220056793","Confirmed","A","Pc(s)"
"FW-CDEWN2-W/H0021","FW-CDEWN2-W/H0021","[FW-CDEWN2-W] Wardah C-Defense Energizing Whip Foam 100 ml","L","2022-12-28","2022-12-28","PTI: Jatake 2 - Kemas","MO/220056806","Confirmed","A","Pc(s)"
"HC-HF-W170ML/H0047","HC-HF-W170ML/H0047","[HC-HF-W170ML] Wardah Hair Fall Treatment Conditioner 170 ml (Pc(s))","L","2022-12-28","2022-12-29","PTI: Jatake 2 - Kemas","MO/220056825","Confirmed","A","Pc(s)"
"PRM-RRIPSP-W/H0010","PRM-RRIPSP-W/H0010","[PRM-RRIPSP-W] Instaperfect Blur Mattifying Primer 20 ml","L","2022-12-30","2022-12-31","PTI: Jatake 2 - Kemas","MO/220056831","Confirmed","A","Pc(s)"
"FW-CD-W100ML/H0121","FW-CD-W100ML/H0121","[FW-CD-W100ML] Wardah C-Defense Energizing Creamy Wash 100 ml (Pc(s))","L","2022-12-27","2023-01-11","PTI: Jatake 2 - Kemas","MO/220056846","Confirmed","A","Pc(s)"
"FW-CD-W100ML/H0121","MO-FW-CD-BULK/H0187","[FW-CD-BULK] Wardah C-Defense Energizing Creamy Wash bulk","L","2022-12-26","2023-01-11","PTI: Jatake 2 - Olah","MO/220057147","Confirmed","A","kg"
"FW-LMGWN1-W/H0037","FW-LMGWN1-W/H0037","[FW-LMGWN1-W] Wardah Lightening Micellar Gentle Wash 50 ml","L","2022-12-27","2023-01-11","PTI: Jatake 2 - Kemas","MO/220056847","Confirmed","A","Pc(s)"
"FW-RHMF-W/H0034","FW-RHMF-W/H0034","[FW-RHMF-W] Wardah Hydra Rose Gel to Foam cleanser 100 ml","L","2022-12-27","2023-01-11","PTI: Jatake 2 - Kemas","MO/220056867","Confirmed","A","Pc(s)"
"FW-RHMF-W/H0034","MO-FW-RHMF-BULK/H0034","[FW-RHMF-BULK] Wardah Hydra Rose Gel to Foam Cleanser Bulk","L","2022-12-26","2023-01-11","PTI: Jatake 2 - Olah","MO/220057211","Confirmed","A","kg"
"FW-CFWN2P-W/H0002","FW-CFWN2P-W/H0002","[FW-CFWN2P-W] Crystallure Moisture Rich Cleansing Foam 15 ml","L","2022-12-27","2022-12-28","PTI: Jatake 2 - Kemas","MO/220056878","Confirmed","A","Pc(s)"
"FW-CFWN2P-W/H0002","MO-FW-CFW-BULK/H0013","[FW-CFW-BULK] Wardah Crystallure Moisture Rich Cleansing Foam","L","2022-12-24","2022-12-28","PTI: Jatake 2 - Olah","MO/220057696","Confirmed","A","kg"
"FW-CFWN2P-W/H0003","FW-CFWN2P-W/H0003","[FW-CFWN2P-W] Crystallure Moisture Rich Cleansing Foam 15 ml","L","2023-01-02","2023-01-03","PTI: Jatake 2 - Kemas","MO/220056879","Confirmed","A","Pc(s)"
"REM-EEM-W100ML/H0043","MO-REM-EEMB-BULK/H0063","[REM-EEMB-BULK] EyeXpert Eye Make Up Remover Fase B Bulk","L","2022-12-26","2022-12-28","PTI: Jatake 2 - Olah","MO/220057197","Confirmed","B","kg"
"REM-RBSMWN1-EM/H0055","REM-RBSMWN1-EM/H0055","[REM-RBSMWN1-EM] Emina Bright Stuff Micellar Water 100 ml","L","2022-12-30","2022-12-31","PTI: Jatake 2 - Kemas","MO/220056903","Confirmed","B","Pc(s)"
"REM-SBMW-W100ML/H0061","MO-REM-SBMW-BULK/H0149","[REM-SBMW-BULK] Seaweed Cleansing Micellar Water Bulk","L","2022-12-29","2023-01-03","PTI: Jatake 2 - Olah","MO/220057141","Confirmed","B","kg"
"REM-SBMW-W240ML/H0083","MO-REM-SBMW-BULK/H0152","[REM-SBMW-BULK] Seaweed Cleansing Micellar Water Bulk","L","2022-12-30","2023-01-04","PTI: Jatake 2 - Olah","MO/220057144","Confirmed","B","kg"
"HBW-R-KA/H0011","HBW-R-KA/H0011","[HBW-R-KA] Kahf Relaxing and Acne Fight Body Wash 200 ml","L","2023-01-03","2023-01-04","PTI: Jatake 2 - Kemas","MO/220056922","Confirmed","B","Pc(s)"
"P-CLBOISC-W/H0001","P-CLBOISC-W/H0001","[P-CLBOISC-W] Crystallure Greatest Glow Anti-Aging Routine Kit","L","2023-01-03","2023-01-03","PTI: Jatake 2 - Kemas","MO/220056931","Confirmed","B","Pc(s)"
"HBW-EB-KA/H0023","HBW-EB-KA/H0023","[HBW-EB-KA] Kahf Cooling and Brightening Body Wash 200 ml","L","2022-12-30","2022-12-31","PTI: Jatake 2 - Kemas","MO/220056952","Confirmed","C","Pc(s)"
"LW-W3O-W150ML/H0011","LW-W3O-W150ML/H0011","[LW-W3O-W150ML] Wardah Soft Body Scrub With Olive 150 ml (Pc(s))","L","2022-12-31","2023-01-02","PTI: Jatake 2 - Kemas","MO/220056959","Confirmed","C","Pc(s)"
"LW-W3O-W150ML/H0011","MO-LW-W1O-BULK/H0020","[LW-W1O-BULK] Olive Soft Scrub Bulk","L","2022-12-30","2023-01-02","PTI: Jatake 2 - Olah","MO/220057219","Confirmed","C","kg"
"L-RCLCLS3-W/H0005","L-RCLCLS3-W/H0005","[L-RCLCLS3-W] Wardah Colorfit Fresh Lip Ink Serum 03 High Rise 4 g","L","2023-01-02","2023-01-04","PTI: Jatake 2 - Kemas","MO/220056975","Confirmed","C","Pc(s)"
"M-NFSCSRRCN2-W/H0001","M-NFSCSRRCN2-W/H0001","[M-NFSCSRRCN2-W] NFS Crystallure Revitalizing Rich Cream 5 g","L","2022-12-28","2022-12-28","PTI: Jatake 2 - Kemas","MO/220056986","Confirmed","C","Pc(s)"
"HS-NSNP-W/H0001","HS-NSNP-W/H0001","[HS-NSNP-W] Wardah Hand Sanitizer Non-Perfume 100 ml","L","2022-12-30","2022-12-31","PTI: Jatake 2 - Kemas","MO/220056987","Confirmed","C","Pc(s)"
"SRM-CSRO10-W/H0003","SRM-CSRO10-W/H0003","[SRM-CSRO10-W] Wardah Crystallure Supreme Revitalizing Oil Serum 10 ml <SFG>","L","2022-12-29","2022-12-30","PTI: Jatake 2 - Kemas","MO/220056998","Confirmed","C","Pc(s)"
"REM-NFSOIMW-MO/H0001","REM-NFSOIMW-MO/H0001","[REM-NFSOIMW-MO] Make Over NFS Powerskin Bi-Phase Oil Micellar Water 10 ml","L","2023-01-02","2023-01-02","PTI: Jatake 2 - Kemas","MO/220057230","Confirmed","","Pc(s)"
"TC-RR3LLF01-W/H0048","TC-RR3LLF01-W/H0048","[TC-RR3LLF01-W] Wardah Refill Lightening Powder Foundation Light Feel 01 Light Beige 12 g","P","2022-12-26","2022-12-30","PTI: Jatake 1 - Kemas","MO/220057339","Confirmed","A","Pc(s)"
"B-PT07-MO35G/H0038","MO-B-PT07-BULK/H0038","[B-PT07-BULK] Silky Smooth Translucent Powder 07 Vanilla","P","2022-12-26","2022-12-30","PTI: Jatake 1 - Olah","MO/220057553","Confirmed","A","kg"
"TC-RPC05-MO12G/H0013","TC-RPC05-MO12G/H0013","[TC-RPC05-MO12G] MAKE OVER Perfect Cover Refill TWC 05 Cinnamon 12 g (pc(s))","P","2022-12-26","2022-12-30","PTI: Jatake 1 - Kemas","MO/220057355","Confirmed","A","Pc(s)"
"B-PT07-MO35G/H0039","B-PT07-MO35G/H0039","[B-PT07-MO35G] MAKE OVER Silky Smooth Translucent Powder 07 Vanilla 35 g","P","2022-12-27","2022-12-30","PTI: Jatake 1 - Kemas","MO/220057360","Confirmed","A","Pc(s)"
"B-PT07-MO35G/H0040","MO-B-PT07-BULK/H0040","[B-PT07-BULK] Silky Smooth Translucent Powder 07 Vanilla","P","2022-12-28","2022-12-30","PTI: Jatake 1 - Olah","MO/220057559","Confirmed","A","kg"
"B-DMCP02-EM/H0053","B-DMCP02-EM/H0053","[B-DMCP02-EM] Emina Daily Matte Compact Powder 02 Natural 11 g","P","2022-12-29","2022-12-29","PTI: Jatake 1 - Kemas","MO/220057372","Confirmed","A","Pc(s)"
"TC-IPPF03-W/H0007","TC-IPPF03-W/H0007","[TC-IPPF03-W] Instaperfect Matte Fit Powder Foundation 32 True Beige 13 g","P","2022-12-27","2022-12-28","PTI: Jatake 1 - Kemas","MO/220057378","Confirmed","A","Pc(s)"
"TC-IPPF03-W/H0008","TC-IPPF03-W/H0008","[TC-IPPF03-W] Instaperfect Matte Fit Powder Foundation 32 True Beige 13 g","P","2022-12-27","2022-12-28","PTI: Jatake 1 - Kemas","MO/220057379","Confirmed","A","Pc(s)"
"TC-RIPPF03-W/H0009","TC-RIPPF03-W/H0009","[TC-RIPPF03-W] Instaperfect Refill Matte Fit Powder Foundation 32 True Beige 13 g","P","2022-12-28","2022-12-29","PTI: Jatake 1 - Kemas","MO/220057380","Confirmed","A","Pc(s)"
"TWC-CLFTG-W/H0028","TWC-CLFTG-W/H0028","[TWC-CLFTG-W] Wardah Colorfit Velvet Powder Foundation 42N Neutral Sand 11 g","P","2022-12-30","2022-12-31","PTI: Jatake 1 - Kemas","MO/220057398","Confirmed","A","Pc(s)"
"TWC-CLFTRA-W/H0015","TWC-CLFTRA-W/H0015","[TWC-CLFTRA-W] Wardah Colorfit Velvet Powder Foundation Refill 11C Pink Fair 11 g","P","2023-01-03","2023-01-03","PTI: Jatake 1 - Kemas","MO/220057400","Confirmed","A","Pc(s)"
"TWC-CLFTRA-W/H0016","TWC-CLFTRA-W/H0016","[TWC-CLFTRA-W] Wardah Colorfit Velvet Powder Foundation Refill 11C Pink Fair 11 g","P","2023-01-03","2023-01-04","PTI: Jatake 1 - Kemas","MO/220057401","Confirmed","A","Pc(s)"
"TWC-CLFTRB-W/H0017","TWC-CLFTRB-W/H0017","[TWC-CLFTRB-W] Wardah Colorfit Velvet Powder Foundation Refill 22N Light Ivory 11 g","P","2023-01-03","2023-01-04","PTI: Jatake 1 - Kemas","MO/220057402","Confirmed","A","Pc(s)"
"TWC-CLFTRB-W/H0018","TWC-CLFTRB-W/H0018","[TWC-CLFTRB-W] Wardah Colorfit Velvet Powder Foundation Refill 22N Light Ivory 11 g","P","2023-01-03","2023-01-04","PTI: Jatake 1 - Kemas","MO/220057403","Confirmed","A","Pc(s)"
"TWC-CLFTRC-W/H0020","TWC-CLFTRC-W/H0020","[TWC-CLFTRC-W] Wardah Colorfit Velvet Powder Foundation Refill 23W Warm Ivory 11 g","P","2023-01-03","2023-01-04","PTI: Jatake 1 - Kemas","MO/220057404","Confirmed","A","Pc(s)"
"TWC-CLFTRD-W/H0019","TWC-CLFTRD-W/H0019","[TWC-CLFTRD-W] Wardah Colorfit Velvet Powder Foundation Refill 32N Neutral Beige 11 g","P","2023-01-03","2023-01-04","PTI: Jatake 1 - Kemas","MO/220057405","Confirmed","A","Pc(s)"
"MY-RAFP-W/H0010","MY-RAFP-W/H0010","[MY-RAFP-W] Malaysia Wardah Acnederm Face Powder 20 g","P","2022-12-30","2022-12-31","PTI: Jatake 1 - Kemas","MO/220057408","Confirmed","A","Pc(s)"
"TC-R2RE02-W/H0002","TC-R2RE02-W/H0002","[TC-R2RE02-W] Wardah Refill Exclusive Two Way Cake 02 Light Beige 12 g","P","2022-12-29","2022-12-30","PTI: Jatake 1 - Kemas","MO/220057413","Confirmed","A","Pc(s)"
"TC-R2RE02-W/H0003","TC-R2RE02-W/H0003","[TC-R2RE02-W] Wardah Refill Exclusive Two Way Cake 02 Light Beige 12 g","P","2022-12-30","2023-01-02","PTI: Jatake 1 - Kemas","MO/220057414","Confirmed","A","Pc(s)"
"TC-R2RE05-W/H0003","TC-R2RE05-W/H0003","[TC-R2RE05-W] Wardah Refill Exclusive Two Way Cake 05 Coffee Beige 12 g","P","2022-12-28","2022-12-29","PTI: Jatake 1 - Kemas","MO/220057415","Confirmed","A","Pc(s)"
"TC-R2RE05-W/H0003","MO-TC-PC05-BULK/H0097","[TC-PC05-BULK] PERFECT COVER TWC 05 CINNAMON","P","2022-12-26","2022-12-29","PTI: Jatake 1 - Olah","MO/220057607","Confirmed","A","kg"
"TWC-CLFTC-W/H0059","TWC-CLFTC-W/H0059","[TWC-CLFTC-W] Wardah Colorfit Velvet Powder Foundation 23W Warm Ivory 11 g","P","2022-12-30","2022-12-31","PTI: Jatake 1 - Kemas","MO/220057418","Confirmed","A","Pc(s)"
"TWC-CLFTD-W/H0062","MO-TWC-CLFTD-BULK/H0081","[TWC-CLFTD-BULK] Colorfit Velvet Powder Foundation 32N Neutral Beige","P","2022-12-29","2023-01-03","PTI: Jatake 1 - Olah","MO/220057761","Confirmed","A","kg"
"TWC-CLFTRD-W/H0020","TWC-CLFTRD-W/H0020","[TWC-CLFTRD-W] Wardah Colorfit Velvet Powder Foundation Refill 32N Neutral Beige 11 g","P","2023-01-04","2023-01-05","PTI: Jatake 1 - Kemas","MO/220057423","Confirmed","A","Pc(s)"
"TWC-CLFTRD-W/H0021","TWC-CLFTRD-W/H0021","[TWC-CLFTRD-W] Wardah Colorfit Velvet Powder Foundation Refill 32N Neutral Beige 11 g","P","2023-01-04","2023-01-05","PTI: Jatake 1 - Kemas","MO/220057424","Confirmed","A","Pc(s)"
"TWC-CLFTRE-W/H0019","TWC-CLFTRE-W/H0019","[TWC-CLFTRE-W] Wardah Colorfit Velvet Powder Foundation Refill 33W Olive Beige 11 g","P","2023-01-04","2023-01-05","PTI: Jatake 1 - Kemas","MO/220057425","Confirmed","A","Pc(s)"
"TWC-CLFTRE-W/H0020","TWC-CLFTRE-W/H0020","[TWC-CLFTRE-W] Wardah Colorfit Velvet Powder Foundation Refill 33W Olive Beige 11 g","P","2023-01-04","2023-01-05","PTI: Jatake 1 - Kemas","MO/220057426","Confirmed","A","Pc(s)"
"TWC-CLFTRF-W/H0009","TWC-CLFTRF-W/H0009","[TWC-CLFTRF-W] Wardah Colorfit Velvet Powder Foundation Refill 43W Golden Sand 11 g","P","2023-01-04","2023-01-05","PTI: Jatake 1 - Kemas","MO/220057427","Confirmed","A","Pc(s)"
